NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 419/W/2026;5426;8437001476640;ALGI MORSKIE SUSZONE - KOMBU BIO 25 g - PTO MUINOS;3.00;szt;7,01;21,03;5,00;7,36;22,08
FS 419/W/2026;5427;8437001476848;ALGI MORSKIE SUSZONE - NORI PŁATKI BIO 25TO MUINOS;3.00;szt;8,12;24,36;5,00;8,53;25,58
FS 419/W/2026;6070;5907814662798;AMARANTUS BIO 1 kg - BIO PLANET;2.00;szt;10,13;20,26;5,00;10,64;21,27
FS 419/W/2026;2698;5907814663207;AMARANTUS BIO 500 g - BIO PLANET;3.00;szt;5,25;15,75;5,00;5,51;16,54
FS 419/W/2026;5787;8717496904300;ANANAS PLASTRY W SOKU WŁASNYM BIO 400 g (225 g) (P;2.00;szt;11,65;23,30;5,00;12,23;24,47
FS 419/W/2026;27817;5906750252513;BABCIANKI OWSIANE Z CZARNUSZKĄ B/C 100g-NATURAVEN;6.00;szt;3,70;22,20;5,00;3,89;23,31
FS 419/W/2026;40502;5902431592114;BAJGLE Z SIEMIENIEM LNIANYM BEZGLUTENOWE 190 g INC;2.00;szt;8,88;17,76;5,00;9,32;18,65
FS 419/W/2026;40734;4044889004786;BATON Z MLECZNEJ CZEKOLADY Z NADZIENIEM PRALINOWYM;4.00;szt;4,46;17,84;23,00;5,49;21,94
FS 419/W/2026;42547;5903864780000;BÓB PRAŻONY O SMAKU CHILI I CYTRYNY 50 g - GREENER;4.00;szt;4,25;17,00;5,00;4,46;17,85
FS 419/W/2026;42549;5903864780017;BÓB PRAŻONY O SMAKU POMIDORA I BAZYLII 50 g - GREE;6.00;szt;4,25;25,50;5,00;4,46;26,78
FS 419/W/2026;5907;5902650274570;BROKUŁY ŚWIEŻE BIO (około 0,50 kg);1.00;szt;7,07;7,07;5,00;7,42;7,42
FS 419/W/2026;27020;5902367409753;BULION - KOSTKI WOŁOWE BEZGLUTENOWE BIO 66 g - NAT;11.00;szt;2,04;22,44;5,00;2,14;23,56
FS 419/W/2026;45472;5902431593937;BUŁKA KAJZERKA XL BEZGLUTENOWA 240 g - INCOLA;2.00;szt;10,24;20,48;5,00;10,75;21,50
FS 419/W/2026;40509;5902431592015;BUŁKI DO HAMBURGERÓW Z SIEMIENIEM LNIANYM BEZGLUT;18.00;szt;5,74;103,32;5,00;6,03;108,49
FS 419/W/2026;43460;5907653106453;BUŁKI DO HOT DOGÓW BEZGLUTENOWE (4 szt.) 260 g -;3.00;szt;5,95;17,85;5,00;6,25;18,74
FS 419/W/2026;40510;5902431590431;BUŁKI DO HOT-DOGÓW BEZGLUTENOWE (2 szt.) 130 g -;9.00;szt;5,78;52,02;5,00;6,07;54,62
FS 419/W/2026;41439;5902431591889;BUŁKI PITA BEZGLUTENOWE (2 szt.) 190 g - INCOLA;2.00;szt;8,63;17,26;5,00;9,06;18,12
FS 419/W/2026;41440;5902431592077;BUŁKI Z SIEMIENIEM LNIANYM I CHIA BEZGLUTENOWE (2;2.00;szt;5,10;10,20;5,00;5,36;10,71
FS 419/W/2026;6560;5902650272804;BURAK CZERWONY ŚWIEŻY BIO (POLSKA) (około 1,00 kg);1.00;szt;3,61;3,61;5,00;3,79;3,79
FS 419/W/2026;20854;4260595852941;BUTELKA TERMICZNA Z SILIKONOWYM UCHWYTEM CZARNA 5;1.00;szt;42,88;42,88;23,00;52,74;52,74
FS 419/W/2026;7351;255069;CEBULA CZERWONA ŚWIEŻA BIO (POLSKA) (około 1,00 kg;1.915;kg;6,04;11,57;5,00;6,34;12,15
FS 419/W/2026;6834;5907814668172;CHIA NASIONA BEZGLUTENOWE BIO 400 g - BIO PLANET;2.00;szt;10,76;21,52;5,00;11,30;22,60
FS 419/W/2026;10151;5903900368285;CHIPSY BANANOWE SŁODZONE BIO 350 g - BIO PLANET;4.00;szt;9,38;37,52;5,00;9,85;39,40
FS 419/W/2026;18720;4270000598210;CHIPSY Z PLANTANA PAPRYKOWE BEZGLUTENOWE BIO 80 g;3.00;szt;7,40;22,20;5,00;7,77;23,31
FS 419/W/2026;45616;8716788019159;CHIPSY Z SOCZEWICY Z ROZMARYNEM BEZGLUTENOWE BIO;1.00;szt;1,92;1,92;5,00;2,02;2,02
FS 419/W/2026;3937;8718754502078;CHIPSY ZIEMNIACZANE NATURALNE BEZ DODATKUg - TRAFO;3.00;szt;6,72;20,16;5,00;7,06;21,17
FS 419/W/2026;42794;8005221301334;CHLEB TOSTOWY ORKISZOWY KROJONY BIO 400 g - IL BUO;3.00;szt;9,61;28,83;5,00;10,09;30,27
