NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 4695/W/2026;2698;5907814663207;AMARANTUS BIO 500 g - BIO PLANET;3.00;szt;5,25;15,75;5,00;5,51;16,54
FS 4695/W/2026;4484;5907814666529;AMARANTUS EKSPANDOWANY BIO 100 g - BIO PLANET;4.00;szt;4,73;18,92;5,00;4,97;19,87
FS 4695/W/2026;17988;5907222061770;AMARANTUS EKSPANDOWANY BIO 100 g - HELPA;2.00;szt;9,05;18,10;5,00;9,50;19,01
FS 4695/W/2026;5183;5907814668561;AMARANTUS EKSPANDOWANY BIO 150 g - BIO PLANET;3.00;szt;6,38;19,14;5,00;6,70;20,10
FS 4695/W/2026;17303;5907814663979;AWOKADO ŚWIEŻE BIO (tacka 2 szt.);2.00;szt;6,24;12,48;5,00;6,55;13,10
FS 4695/W/2026;28260;5903548002039;BATON DAKTYLOWY NERKOWCE & KAWA BEZ DODATKU CUKRÓW;10.00;szt;2,00;20,00;5,00;2,10;21,00
FS 4695/W/2026;46445;3800233783063;BATONIK Z NADZIENIEM ORZECHOWYM W CZEKOLADZIE BIO;4.00;szt;4,25;17,00;23,00;5,23;20,91
FS 4695/W/2026;10108;5903900361903;BIAŁKO Z GROCHU BIO 500 g - BIO PLANET;4.00;szt;20,63;82,52;8,00;22,28;89,12
FS 4695/W/2026;17224;4744481012034;BULION DROBIOWY AZJATYCKI W PŁYNIE BEZGLUTENOWY BI;2.00;szt;8,25;16,50;5,00;8,66;17,33
FS 4695/W/2026;42086;8410748105035;BULION RYBNY Z BIO WARZYWAMI W PŁYNIE BEZGLUTENOW;2.00;szt;13,35;26,70;5,00;14,02;28,04
FS 4695/W/2026;45472;5902431593937;BUŁKA KAJZERKA XL BEZGLUTENOWA 240 g - INCOLA;2.00;szt;10,24;20,48;5,00;10,75;21,50
FS 4695/W/2026;46150;5907653106842;BUŁKI DO HAMBURGERÓW Z SEZAMEM BEZGLUTENOWE (2 sz;3.00;szt;6,21;18,63;5,00;6,52;19,56
FS 4695/W/2026;40509;5902431592015;BUŁKI DO HAMBURGERÓW Z SIEMIENIEM LNIANYM BEZGLUT;3.00;szt;5,74;17,22;5,00;6,03;18,08
FS 4695/W/2026;40510;5902431590431;BUŁKI DO HOT-DOGÓW BEZGLUTENOWE (2 szt.) 130 g -;22.00;szt;5,78;127,16;5,00;6,07;133,52
FS 4695/W/2026;46889;5902431594002;BUŁKI DO HOT-DOGÓW Z CEBULĄ BEZGLUTENOWE (2 szt.);4.00;szt;6,84;27,36;5,00;7,18;28,73
FS 4695/W/2026;6834;5907814668172;CHIA NASIONA BEZGLUTENOWE BIO 400 g - BIO PLANET;2.00;szt;10,76;21,52;5,00;11,30;22,60
FS 4695/W/2026;294;5902175869725;CHIA NASIONA BIO 1 kg - BIO PLANET;2.00;szt;24,94;49,88;5,00;26,19;52,37
FS 4695/W/2026;6741;8718976009584;CHIPSY TORTILLA KUKURYDZIANE PAPRYKOWE BEZGLUTENOW;4.00;szt;3,74;14,96;5,00;3,93;15,71
FS 4695/W/2026;7109;8717496903716;CHIPSY TORTILLA KUKURYDZIANE POMIDOROWE BEZGLUTENO;3.00;szt;5,91;17,73;5,00;6,21;18,62
FS 4695/W/2026;18721;4270000598227;CHIPSY Z MANIOKU SOLONE BEZGLUTENOWE BIO 60 g - E;3.00;szt;7,40;22,20;5,00;7,77;23,31
FS 4695/W/2026;45616;8716788019159;CHIPSY Z SOCZEWICY Z ROZMARYNEM BEZGLUTENOWE BIO;11.00;szt;1,54;16,94;5,00;1,62;17,79
FS 4695/W/2026;45616;8716788019159;CHIPSY Z SOCZEWICY Z ROZMARYNEM BEZGLUTENOWE BIO;1.00;szt;1,54;1,54;5,00;1,62;1,62
FS 4695/W/2026;3937;8718754502078;CHIPSY ZIEMNIACZANE NATURALNE BEZ DODATKUg - TRAFO;3.00;szt;6,72;20,16;5,00;7,06;21,17
FS 4695/W/2026;35063;8718754502030;CHIPSY ZIEMNIACZANE NATURALNE SOLONE BIO 125 g -;3.00;szt;6,55;19,65;5,00;6,88;20,63
FS 4695/W/2026;35063;8718754502030;CHIPSY ZIEMNIACZANE NATURALNE SOLONE BIO 125 g -;3.00;szt;6,55;19,65;5,00;6,88;20,63
FS 4695/W/2026;41775;8718754502153;CHIPSY ZIEMNIACZANE O SMAKU SEROWO - CEBULOWYM BI;3.00;szt;6,46;19,38;5,00;6,78;20,35
FS 4695/W/2026;3936;8718754502313;CHIPSY ZIEMNIACZANE O SMAKU ŚMIETANKOWO - CEBULOWY;3.00;szt;6,55;19,65;5,00;6,88;20,63
FS 4695/W/2026;3935;8718754502214;CHIPSY ZIEMNIACZANE SMAŻONE NA OLIWIE Z Og - TRAFO;2.00;szt;9,78;19,56;5,00;10,27;20,54
FS 4695/W/2026;45256;8718754507158;CHIPSY ZIEMNIACZANE Z PAPRYKĄ WĘDZONĄ BIO 125 g -;4.00;szt;6,63;26,52;5,00;6,96;27,85
FS 4695/W/2026;45881;8718754502177;CHIPSY ZIEMNIACZANE Z ROZMARYNEM I SOLĄ MORSKĄ BI;4.00;szt;6,46;25,84;5,00;6,78;27,13
FS 4695/W/2026;42794;8005221301334;CHLEB TOSTOWY ORKISZOWY KROJONY BIO 400 g - IL BUO;3.00;szt;9,61;28,83;5,00;10,09;30,27
FS 4695/W/2026;4073;5998858704681;CHRUPKI JAGLANE Z ORZESZKAMI ZIEMNYMI BEZ- BIOPONT;12.00;szt;4,25;51,00;5,00;4,46;53,55
FS 4695/W/2026;44688;5904730218184;CHRUPKI PIRAMIDKI PROTEINOWE Z SOLĄ HIMALAJSKĄ 60;19.00;szt;3,49;66,31;5,00;3,66;69,63
FS 4695/W/2026;3484;5902605410343;CIECIERZYCA BEZGLUTENOWA BIO 5 kg - HORECA (BP);1.00;szt;45,90;45,90;5,00;48,20;48,20
FS 4695/W/2026;24612;5902650278103;CUKIER TRZCINOWY PANELA BIO 1 kg - BIO PLANET;2.00;szt;12,68;25,36;8,00;13,69;27,39
FS 4695/W/2026;28977;5902565214944;CZEKOLADA KETO BEZ DODATKU CUKRU BIO 40 g - COCOA;2.00;szt;7,44;14,88;23,00;9,15;18,30
FS 4695/W/2026;34089;5903111903077;CZEKOLADA MLECZNA ZE STEWIĄ BEZ DODATKU CUKRU 100;2.00;szt;10,24;20,48;23,00;12,60;25,19
FS 4695/W/2026;4650;5902741001078;CZOSNEK NIEDŹWIEDZI KISZONY BIO 430 g - DRY NATURY;2.00;szt;9,78;19,56;5,00;10,27;20,54
FS 4695/W/2026;43775;5904703901792;D-MANNOZA BEZGLUTENOWA 60 KAPSUŁEK - PHARMOVIT (C;1.00;szt;32,43;32,43;8,00;35,02;35,02
FS 4695/W/2026;20410;8699367125611;FARBA DO WŁOSÓW CIEMNY ZŁOTY BLOND 6.03 - BIOMAGI;2.00;szt;16,45;32,90;23,00;20,23;40,47
FS 4695/W/2026;20419;8699367125772;FARBA DO WŁOSÓW GŁĘBOKA CZERWIEŃ 66.55 - BIOMAGIC;2.00;szt;16,45;32,90;23,00;20,23;40,47
FS 4695/W/2026;42354;8699367129039;FARBA DO WŁOSÓW MROŻONY KARMEL (77.21) 250 g - BI;2.00;szt;16,45;32,90;23,00;20,23;40,47
FS 4695/W/2026;31567;5902596171834;FASOLKA CZARNA BIO 500 g - THE PLANET;2.00;szt;6,94;13,88;5,00;7,29;14,57
FS 4695/W/2026;10080;5902983781004;FASOLKA KIDNEY W ZALEWIE BIO360g(240g)(SŁOIK)BIOPL;3.00;szt;5,25;15,75;5,00;5,51;16,54
FS 4695/W/2026;6836;5907814667786;FASOLKA PINTO BIO 400 g - BIO PLANET;3.00;szt;6,23;18,69;5,00;6,54;19,62
FS 4695/W/2026;10137;5903900366311;FRYTKI JABŁKOWE BEZGLUTENOWE BIO 300 g - BIO PLANE;2.00;szt;20,25;40,50;5,00;21,26;42,53
FS 4695/W/2026;1900;8437010207815;GAZPACHO (HISZPAŃSKA ZUPA WARZYWNA) BIO 1 L - BIOS;2.00;szt;11,43;22,86;5,00;12,00;24,00
FS 4695/W/2026;379;5902983782711;GROCH ZIELONY POŁÓWKI BIO 500 g - BIO PLANET;3.00;szt;7,50;22,50;5,00;7,88;23,63
FS 4695/W/2026;24855;5902650278240;GROCH ŻÓŁTY BIO 1 kg - BIO PLANET;2.00;szt;12,38;24,76;5,00;13,00;26,00
FS 4695/W/2026;10083;5902175866076;GROSZEK ZIELONY W ZALEWIE BIO350g(230g)(SŁOIKBIOPL;3.00;szt;5,85;17,55;5,00;6,14;18,43
FS 4695/W/2026;1570;4012824400658;HERBATA CZARNA Z IMBIREM I CYNAMONEM (BLACK CHAI);2.00;szt;8,63;17,26;23,00;10,61;21,23
FS 4695/W/2026;47004;5021991945465;HERBATA ZIELONA JAŚMINOWA O SMAKU BRZOSKWINIOWYM;2.00;szt;8,33;16,66;8,00;9,00;17,99
FS 4695/W/2026;9765;4012824401631;HERBATKA DLA KOBIET - RÓWNOWAGA (WOMEN'S BALANCE);2.00;szt;8,63;17,26;8,00;9,32;18,64
FS 4695/W/2026;22612;4012824405684;HERBATKA DLA ZMYSŁÓW NA DOBRANOC Z OLEJKIEM LAWEN;2.00;szt;8,63;17,26;8,00;9,32;18,64
FS 4695/W/2026;5296;4012824402546;HERBATKA IMBIROWO - POMARAŃCZOWA Z WANILIĄ (GINGER;3.00;szt;7,78;23,34;8,00;8,40;25,21
FS 4695/W/2026;5303;4012824400252;HERBATKA ROOIBOS Z CYNAMONEM I GOŹDZIKAMI BIO (17;2.00;szt;8,63;17,26;5,00;9,06;18,12
FS 4695/W/2026;47003;5021991945472;HERBATKA YERBA MATE Z MIĘTĄ I LIMONKĄ BIO (20 x 2;2.00;szt;8,33;16,66;8,00;9,00;17,99
FS 4695/W/2026;47002;5021991945489;HERBATKA Z CYNAMONEM I GOŹDZIKAMI O SMAKU RÓŻY BI;2.00;szt;8,33;16,66;8,00;9,00;17,99
