NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 113113/W/2025;40502;5902431592114;BAJGLE Z SIEMIENIEM LNIANYM BEZGLUTENOWE 190 g INC;2.00;szt;7,52;15,04;5,00;7,90;15,79
FS 113113/W/2025;10215;5907738155871;BANANY SUSZONE BIO 400 g - BIO PLANET;2.00;szt;10,80;21,60;5,00;11,34;22,68
FS 113113/W/2025;46445;3800233783063;BATONIK Z NADZIENIEM ORZECHOWYM W CZEKOLADZIE BIO;2.00;szt;4,25;8,50;23,00;5,23;10,46
FS 113113/W/2025;6342;5907814664280;CHIA NASIONA BIO 200 g - BIO PLANET;3.00;szt;6,04;18,12;5,00;6,34;19,03
FS 113113/W/2025;26282;5902425050002;CHIA NASIONA BIO 200 g- NATURAVENA;6.00;szt;7,01;42,06;5,00;7,36;44,16
FS 113113/W/2025;248;5902983785644;CUKIER TRZCINOWY JASNY BIO 500 g - BIO PLANET;3.00;szt;4,80;14,40;8,00;5,18;15,55
FS 113113/W/2025;5556;4012346154305;CYNAMON CEJLOŃSKI LASKA BIO (6 sztuk) - LEBENSBAUM;3.00;szt;8,71;26,13;8,00;9,41;28,22
FS 113113/W/2025;17907;5021991941818;HERBATA BIAŁA Z MALINĄ BIO 34 g (20 x 1,7 g) - CL;3.00;szt;8,08;24,24;23,00;9,94;29,82
FS 113113/W/2025;47004;5021991945465;HERBATA ZIELONA JAŚMINOWA O SMAKU BRZOSKWINIOWYM;2.00;szt;9,27;18,54;8,00;10,01;20,02
FS 113113/W/2025;23705;5021991941757;HERBATKA Z MELISĄ I LAWENDĄ BIO (20 x 1,5 g) 30 g;3.00;szt;7,86;23,58;8,00;8,49;25,47
FS 113113/W/2025;11972;5903900368650;JABŁKA ŚWIEŻE BIO (GALA - POLSKA) (około 1,00 kg);3.00;szt;6,12;18,36;5,00;6,43;19,28
FS 113113/W/2025;5391;5907814663740;KAROB NIEPRAŻONY SPROSZKOWANY BIO 200 g - BIO PLAN;3.00;szt;5,70;17,10;5,00;5,99;17,96
