NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
KFS 742/W/2026;5426;8437001476640;ALGI MORSKIE SUSZONE - KOMBU BIO 25 g - PTO MUINOS;-1.00;szt;7,01;-7,01;5,00;7,36;-7,36
KFS 742/W/2026;45472;5902431593937;BUŁKA KAJZERKA XL BEZGLUTENOWA 240 g - INCOLA;-2.00;szt;10,24;-20,48;5,00;10,75;-21,50
KFS 742/W/2026;35466;5903858990545;COLLAGEN (10 000 mg) GOLD SHOT 30 ml - COLLIB;-15.00;szt;5,74;-86,10;5,00;6,03;-90,41
KFS 742/W/2026;35465;5903858990293;COLLAGEN ACTIVE SHOT 60 ml - COLLIBRE;-15.00;szt;6,16;-92,40;5,00;6,47;-97,02
KFS 742/W/2026;18626;5900900003376;ŻYWY ZAKWAS Z BURAKÓW BEZGLU BIO 320ml- KOWALEWSKI;-4.00;szt;4,29;-17,16;5,00;4,50;-18,01
