NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 39885/W/01/2026;2698;5907814663207;AMARANTUS BIO 500 g - BIO PLANET;3.00;szt;5,25;15,75;5,00;5,51;16,54
ZK 39885/W/01/2026;46367;5200300106326;CHAŁWA KAKAOWA BIO 200 g - BIOAGROS;2.00;szt;14,49;28,98;23,00;17,82;35,65
ZK 39885/W/01/2026;40750;5903111903787;CUKIERKI Z MELISĄ, LAWENDĄ I OWOCAMI LEŚNYMI BEZ;5.00;szt;3,57;17,85;8,00;3,86;19,28
ZK 39885/W/01/2026;41732;5902565216559;CZEKOLADA CIEMNA 70 % Z ORZECHAMI PEKAN BIO 40 g;4.00;szt;8,29;33,16;23,00;10,20;40,79
ZK 39885/W/01/2026;43463;5902565216849;CZEKOLADA CIEMNA 80 % BIO 40 g - COCOA;2.00;szt;8,29;16,58;23,00;10,20;20,39
ZK 39885/W/01/2026;42522;5902565216719;CZEKOLADA GORZKA 88 % BIO 40 g - COCOA;3.00;szt;7,40;22,20;23,00;9,10;27,31
ZK 39885/W/01/2026;45208;5902565217396;CZEKOLADA SUROWA WIŚNIA - ACAI BIO 40 g - COCOA;2.00;szt;7,01;14,02;23,00;8,62;17,24
ZK 39885/W/01/2026;1900;8437010207815;GAZPACHO (HISZPAŃSKA ZUPA WARZYWNA) BIO 1 L - BIOS;2.00;szt;11,43;22,86;5,00;12,00;24,00
ZK 39885/W/01/2026;31612;5908445470165;KASZA JĘCZMIENNA PĘCZAK BIO 500 g - THE PLANET;1.00;szt;4,50;4,50;5,00;4,73;4,73
ZK 39885/W/01/2026;45077;5901680000128;KOZIE MLEKO W PROSZKU 200 g - DANMIS;1.00;szt;16,02;16,02;5,00;16,82;16,82
ZK 39885/W/01/2026;345;5907814661074;MĄKA AMARANTUSOWA BIO 400 g - BIO PLANET;2.00;szt;7,65;15,30;5,00;8,03;16,07
ZK 39885/W/01/2026;2834;5907814665508;MĄKA ORKISZOWA RAZOWA TYP 2000 BIO 500 g IO PLANET;3.00;szt;4,88;14,64;5,00;5,12;15,37
ZK 39885/W/01/2026;22479;5902650273849;MĄKA RYŻOWA PEŁNOZIARNISTA BEZGL BIO 4 kg - HORECA;1.00;szt;38,25;38,25;5,00;40,16;40,16
ZK 39885/W/01/2026;17972;4015637843018;MELASA Z BURAKA CUKROWEGO DEMETER BIO 450 g - BAUC;2.00;szt;12,07;24,14;8,00;13,04;26,07
ZK 39885/W/01/2026;31943;4015637015224;MIESZANKA DO WYPIEKU BUŁEK OWSIANYCH BEZGLUTENOWA;2.00;szt;11,01;22,02;5,00;11,56;23,12
ZK 39885/W/01/2026;32766;7640161877337;MUS MARCHEWKOWY KOT (MARCHEW - MANGO - BANAN - GRU;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 39885/W/01/2026;23020;4006040063339;SOJA EDAMAME W ZALEWIE BIO 200 g (130 g) (PUSZKA);3.00;szt;7,10;21,30;5,00;7,46;22,37
ZK 39885/W/01/2026;10930;4106060043424;SOK JABŁKO - ANANAS - MANGO BIO 700 ml - BEUTELSBA;3.00;szt;13,22;39,66;5,00;13,88;41,64
ZK 39885/W/01/2026;10937;4106060012277;SOK JABŁKO - MANGO DEMETER BIO 700 ml - BEUTELSBAC;3.00;szt;12,24;36,72;5,00;12,85;38,56
ZK 39885/W/01/2026;1467;5902768762334;SOK JABŁKOWO - PORZECZKOWY NFC BIO 250 ml - OOWE S;6.00;szt;4,25;25,50;5,00;4,46;26,78
ZK 39885/W/01/2026;7859;5907814667588;SÓL HIM. RÓŻOWA DROB. MIEL.1 kg - CRYSTALLINE PLAN;3.00;szt;5,52;16,56;23,00;6,79;20,37
