NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 42970/W/01/2026;45810;5902448291499;BŁONNIK GREENS & JUICE CYTRYNOWY 360 g - SO GOOD!;1.00;szt;28,31;28,31;8,00;30,57;30,57
ZK 42970/W/01/2026;3936;8718754502313;CHIPSY ZIEMNIACZANE O SMAKU ŚMIETANKOWO - CEBULOWY;3.00;szt;6,54;19,62;5,00;6,87;20,60
ZK 42970/W/01/2026;30938;5900028007768;CHRUPKI KUKURYDZIANE MISIE BIO 80 g - GRANEX;4.00;szt;5,14;20,56;5,00;5,40;21,59
ZK 42970/W/01/2026;30939;5900028008536;CHRUPKI KUKURYDZIANO - JAGLANE DELFINKI BIO 80 g;4.00;szt;5,14;20,56;5,00;5,40;21,59
ZK 42970/W/01/2026;32156;5904730218344;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SERA I CEBULI;5.00;szt;3,48;17,40;5,00;3,65;18,27
ZK 42970/W/01/2026;9863;5902706730791;GRAVIOLA EKSTRAKT (550 mg) 60 KAPSUŁEK - SOUL FARM;5.00;szt;23,76;118,80;8,00;25,66;128,30
ZK 42970/W/01/2026;8149;4000799109447;KAWA ZBOŻOWA ORKISZOWA DEMETER BIO 100 g - MOUNT H;2.00;szt;12,41;24,82;8,00;13,40;26,81
ZK 42970/W/01/2026;2950;8009004120129;MAKARON (Z PŁASKURKI) ŚWIDERKI IO 500 g - ALCE NER;2.00;szt;11,14;22,28;5,00;11,70;23,39
ZK 42970/W/01/2026;43318;5906293639673;OLEJEK ETERYCZNY WANILIA 10 ml - YOUR CANDLE;2.00;szt;14,84;29,68;23,00;18,25;36,51
ZK 42970/W/01/2026;6078;5998858706579;PALUSZKI SOLONE BEZGLUTENOWE BIO 45 g - BIOPONT;6.00;szt;3,27;19,62;5,00;3,43;20,60
ZK 42970/W/01/2026;44480;3800501908587;PASTA DO ZĘBÓW REMINERALIZUJĄCA SENSITIVE Z PŁYNN;3.00;szt;5,86;17,58;23,00;7,21;21,62
ZK 42970/W/01/2026;47453;9416050575916;PASTYLKI DO SSANIA MGO 570 + UMF 16 + 22 g - HADD;2.00;szt;21,38;42,76;8,00;23,09;46,18
ZK 42970/W/01/2026;2345;4779030680235;PODPASKI HIGIENICZNE MINI Z PASKIEM ANIONENTLE DAY;2.00;szt;9,01;18,02;5,00;9,46;18,92
ZK 42970/W/01/2026;18276;8032738360806;PODPASKI HIGIENICZNE ZE SKRZYDEŁKAMI NA DZIEŃ ECO;2.00;szt;9,14;18,28;5,00;9,60;19,19
ZK 42970/W/01/2026;5804;4019555100307;SÓL DO ZMYWAREK ECO 2 kg - KLAR;2.00;szt;9,94;19,88;23,00;12,23;24,45
ZK 42970/W/01/2026;11783;5904730012669;TALARKI JAGLANO-KUKURYDZIANE BIO 55 g - BIOMINKI;6.00;szt;3,23;19,38;5,00;3,39;20,35
ZK 42970/W/01/2026;5598;8002885007558;WAFLE Z SORGO I AMARANTUSA BEZGLUTENOWE BIO 120 g;3.00;szt;5,95;17,85;5,00;6,25;18,74
ZK 42970/W/01/2026;18282;8032738361216;WKŁADKI HIGIENICZNE ECO 35 szt. - VIVICOT;6.00;szt;11,22;67,32;5,00;11,78;70,69
