NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 39868/W/01/2026;18573;5900900003215;BARSZCZ BIAŁY JAGLANY BEZGLUTENOWY KONCENTRAT BIO;5.00;szt;4,80;24,00;5,00;5,04;25,20
ZK 39868/W/01/2026;42086;8410748105035;BULION RYBNY Z BIO WARZYWAMI W PŁYNIE BEZGLUTENOW;1.00;szt;13,34;13,34;5,00;14,01;14,01
ZK 39868/W/01/2026;40509;5902431592015;BUŁKI DO HAMBURGERÓW Z SIEMIENIEM LNIANYM BEZGLUT;3.00;szt;5,74;17,22;5,00;6,03;18,08
ZK 39868/W/01/2026;40510;5902431590431;BUŁKI DO HOT-DOGÓW BEZGLUTENOWE (2 szt.) 130 g -;5.00;szt;5,78;28,90;5,00;6,07;30,35
ZK 39868/W/01/2026;40511;5902431590738;BUŁKI KAJZERKI BEZGLUTENOWE 120 g - INCOLA;3.00;szt;6,80;20,40;5,00;7,14;21,42
ZK 39868/W/01/2026;41439;5902431591889;BUŁKI PITA BEZGLUTENOWE (2 szt.) 190 g - INCOLA;2.00;szt;8,63;17,26;5,00;9,06;18,12
ZK 39868/W/01/2026;31535;5909000690998;CHIA NASIONA BIO 1 kg - THE PLANET;1.00;szt;24,94;24,94;5,00;26,19;26,19
ZK 39868/W/01/2026;30745;5902650279438;CHIPSY KOKOSOWE PRAŻONE BIO 400 g - BIO PLANET;1.00;szt;14,89;14,89;5,00;15,63;15,63
ZK 39868/W/01/2026;42568;5902837812144;CZEREŚNIA SUSZONA BEZ DODATKU CUKRU BEZGLUTENOWA;2.00;szt;15,94;31,88;5,00;16,74;33,47
ZK 39868/W/01/2026;2965;5907814669902;DAKTYLE SUSZONE BEZGLUTENOWE BIO 1 kg - BIO PLANET;1.00;szt;21,75;21,75;5,00;22,84;22,84
ZK 39868/W/01/2026;10080;5902983781004;FASOLKA KIDNEY W ZALEWIE BIO360g(240g)(SŁOIK)BIOPL;3.00;szt;5,25;15,75;5,00;5,51;16,54
ZK 39868/W/01/2026;10137;5903900366311;FRYTKI JABŁKOWE BEZGLUTENOWE BIO 300 g - BIO PLANE;1.00;szt;20,25;20,25;5,00;21,26;21,26
ZK 39868/W/01/2026;7467;5902741004192;HERBATKA KWIAT GŁOGU BIO 50 g - DARY NATURY;4.00;szt;5,27;21,08;5,00;5,53;22,13
ZK 39868/W/01/2026;12340;5903246860023;HERBATKA ZDROWE NERKI BIO 200 g - DARY NATURY;2.00;szt;15,68;31,36;8,00;16,93;33,87
ZK 39868/W/01/2026;42416;5904538032111;HERBATKA ZIELE RUTY BIO 50 g - DARY NATURY;3.00;szt;7,27;21,81;5,00;7,63;22,90
ZK 39868/W/01/2026;31609;5908445470141;KASZA JĘCZMIENNA BIO 500 g - THE PLANET;4.00;szt;4,05;16,20;5,00;4,25;17,01
ZK 39868/W/01/2026;31612;5908445470165;KASZA JĘCZMIENNA PĘCZAK BIO 500 g - THE PLANET;4.00;szt;4,50;18,00;5,00;4,73;18,90
ZK 39868/W/01/2026;298;5902605416659;KASZA ORKISZOWA BIO 1 kg - BIO PLANET;2.00;szt;9,75;19,50;5,00;10,24;20,48
ZK 39868/W/01/2026;25604;7640104951292;KASZKA OWSIANA PEŁNOZIARNISTA BEZ DODATKU CUKRÓW P;2.00;szt;9,18;18,36;5,00;9,64;19,28
ZK 39868/W/01/2026;44843;8594071210946;KRAKERSY Z SEREM I SŁONECZNIKIEM BIO 100 g - ZEMAN;1.00;szt;2,95;2,95;5,00;3,10;3,10
ZK 39868/W/01/2026;4003;8713576282504;MAKARON (RYŻOWY RAZOWY) NOODLE SPAGHETTI BEZGLUTEN;2.00;szt;10,12;20,24;5,00;10,63;21,25
ZK 39868/W/01/2026;14441;8009004812628;MAKARON (SEMOLINOWY) LASAGNE BIO 250 g - ALCE NER;3.00;szt;5,95;17,85;5,00;6,25;18,74
ZK 39868/W/01/2026;30621;8595582405999;MĄKA PSZENNA CHLEBOWA TYP 750 1 kg - PROBIO (BIO;3.00;szt;7,27;21,81;5,00;7,63;22,90
ZK 39868/W/01/2026;40472;5901866005510;MINI BISZKOPTY BEZ DODATKU CUKRÓW BEZGLUTENOWE 85;7.00;szt;6,04;42,28;5,00;6,34;44,39
ZK 39868/W/01/2026;42973;7640230492423;MUSLI Z MALINAMI I TRUSKAWKAMI OD 1 ROKU ŻYCIA BE;2.00;szt;9,52;19,04;5,00;10,00;19,99
ZK 39868/W/01/2026;35306;5905454258876;OKSYMEL TRADYCYJNY BIO 250 ml - DELIKATNA;2.00;szt;20,25;40,50;5,00;21,26;42,53
ZK 39868/W/01/2026;12323;5902581616210;OLEJ SOJOWY TŁOCZONY NA ZIMNO BIO 250 ml - DARY NA;2.00;szt;13,34;26,68;5,00;14,01;28,01
ZK 39868/W/01/2026;22394;5903900368056;OLIWKI ZIELONE BEZ PESTEK BIO 280 g - BIO PLANET;2.00;szt;8,62;17,24;5,00;9,05;18,10
ZK 39868/W/01/2026;351;5902605414044;ORZECHY WŁOSKIE BIO 300 g - BIO PLANET;1.00;szt;15,75;15,75;5,00;16,54;16,54
ZK 39868/W/01/2026;44733;5902425055595;PLASTRY KOKOSOWE BIO 250 g - BIO PLANET;2.00;szt;8,62;17,24;5,00;9,05;18,10
ZK 39868/W/01/2026;26916;5908445470721;PŁATKI JAGLANE BIO 400 g - NATURAVENA;3.00;szt;5,78;17,34;5,00;6,07;18,21
ZK 39868/W/01/2026;16124;5907738156229;PŁATKI OWSIANE BEZGLUTENOWE BIO(POLSKA)1kg-BIORAJ;2.00;szt;9,35;18,70;5,00;9,82;19,64
ZK 39868/W/01/2026;31428;5902596171520;PŁATKI OWSIANE BŁYSKAWICZNE BIO 1 kg - BIO PLANET;2.00;szt;7,72;15,44;5,00;8,11;16,21
ZK 39868/W/01/2026;383;5902983782810;RYŻ BASMATI BIAŁY BEZGLUTENOWY BIO 1 kg - BIO PLAN;2.00;szt;12,68;25,36;5,00;13,31;26,63
ZK 39868/W/01/2026;31574;5908445471865;RYŻ BRĄZOWY DŁUG. BEZGL. BIO 1 kg - THE PLANET;9.00;szt;8,25;74,25;5,00;8,66;77,96
ZK 39868/W/01/2026;1934;4850001113577;SOK Z GRANATU BIO 930 ml - YAN;1.00;szt;19,46;19,46;5,00;20,43;20,43
ZK 39868/W/01/2026;45229;5902693122807;SOK Z MARCHWI NFC BEZGLUTENOWY BIO 300 ml - BIOFO;3.00;szt;6,08;18,24;5,00;6,38;19,15
ZK 39868/W/01/2026;10063;5903900365901;SORGO (ZIARNO OBŁUSZCZONE) BIO 1 kg - BIO PLANET;2.00;szt;8,25;16,50;5,00;8,66;17,33
ZK 39868/W/01/2026;4177;5907814660329;SYROP Z AGAWY BEZG BIO 660 g (478 ml) - BIO PLANET;1.00;szt;14,92;14,92;8,00;16,11;16,11
ZK 39868/W/01/2026;27954;5908445470455;ŚLIWKI KALIFORNIJSKIE BEZGLUTE BIO 200g-NATURAVENA;3.00;szt;13,86;41,58;5,00;14,55;43,66
ZK 39868/W/01/2026;10189;5902488061267;WIŚNIE SUSZONE BIO 100g - BIO PLANET;2.00;szt;9,00;18,00;5,00;9,45;18,90
ZK 39868/W/01/2026;25564;5907784827227;WODA JAVA ALKALICZNA NIEGAZOWANA 860 ml - WODY KA;24.00;szt;5,02;120,48;23,00;6,17;148,19
ZK 39868/W/01/2026;10119;5903900365802;ŻURAWINA SUSZONA CIĘTA NIESŁODZONA BIO 100g-BIO PL;2.00;szt;11,40;22,80;5,00;11,97;23,94
