NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 52393/W/01/2026;7351;255069;CEBULA CZERWONA ŚWIEŻA BIO (POLSKA) (około 1,00 kg;1.000;kg;6,04;6,04;5,00;6,34;6,34
ZK 52393/W/01/2026;6470;5902650272811;CEBULA ŻÓŁTA ŚWIEŻA BIO (POLSKA) (około 1,00 kg);2.00;szt;4,10;8,20;5,00;4,31;8,61
ZK 52393/W/01/2026;8998;4260229160015;CIASTO FRANCUSKIE BIO 320 g - DONAU STRUDEL;1.00;szt;11,48;11,48;5,00;12,05;12,05
ZK 52393/W/01/2026;21105;4260229160305;CIASTO FRANCUSKIE MAŚLANE BIO 275 g - DONAU STRUD;1.00;szt;12,07;12,07;5,00;12,67;12,67
ZK 52393/W/01/2026;44010;5907080467103;CURRY Z CUKINIĄ I ANANASEM KARAIBSKIE BIO 450 g -;1.00;szt;19,51;19,51;5,00;20,49;20,49
ZK 52393/W/01/2026;11972;5903900368650;JABŁKA ŚWIEŻE BIO (GALA - POLSKA) (około 1,00 kg);4.00;szt;6,84;27,36;5,00;7,18;28,73
ZK 52393/W/01/2026;18717;216439;JABŁKA ŚWIEŻE BIO (RED DELICIOUS - POLSKA) (około;1.000;kg;7,06;7,06;5,00;7,41;7,41
ZK 52393/W/01/2026;9501;5902983782247;JARMUŻ ŚWIEŻY BIO (około 0,25 kg);3.00;szt;5,03;15,09;5,00;5,28;15,84
ZK 52393/W/01/2026;19100;8437015393285;KOKOS MŁODY BIO ZE SŁOMKĄ (około 0,80 kg) - GENUIN;3.00;szt;10,62;31,86;5,00;11,15;33,45
ZK 52393/W/01/2026;6256;5902650272828;MARCHEW ŚWIEŻA NIEMYTA BIO (POLSKA) (około 0,90 kg;6.00;szt;4,77;28,62;5,00;5,01;30,05
ZK 52393/W/01/2026;151;4003247102359;MARGARYNA KOKOSOWA COCOVIT BIO 250 g - VITAQUELL;5.00;szt;10,03;50,15;5,00;10,53;52,66
ZK 52393/W/01/2026;31093;5907518375376;PIEROGI Z TRUSKAWKAMI 275 g - MAMA VEGE;1.00;szt;14,20;14,20;5,00;14,91;14,91
ZK 52393/W/01/2026;6038;253721;POMIDORY NA GAŁĄZCE ŚWIEŻE BIO (około 0,45 kg);0.450;kg;16,77;7,55;5,00;17,61;7,93
ZK 52393/W/01/2026;44006;5907080467004;RISOTTO Z DYNIĄ, POMARAŃCZĄ I PARMEZANEM BIO 450;2.00;szt;18,91;37,82;5,00;19,86;39,71
ZK 52393/W/01/2026;7996;5907814661999;SELER NACIOWY ŚWIEŻY BIO (około 0,30 kg);10.00;szt;6,09;60,90;5,00;6,39;63,95
