NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 52394/W/01/2026;20590;5903794180109;BUTELKA MIEDZIANA PLAIN 950 ml - SATTVA (AYURVEDA);1.00;szt;80,11;80,11;23,00;98,54;98,54
ZK 52394/W/01/2026;14034;8717496904041;CHIPSY KUKURYDZIANE SOLONE BEZGLUTENOWE BIO 250 g;3.00;szt;8,97;26,91;5,00;9,42;28,26
ZK 52394/W/01/2026;44381;8936181660448;CHIPSY NORI TERIYAKI 4,5 g - SEN SOY;9.00;szt;2,08;18,72;5,00;2,18;19,66
ZK 52394/W/01/2026;8119;8717496900081;CHIPSY TORTILLA KUKURYDZIANE SEROWE BEZGLUTENOWE B;3.00;szt;7,95;23,85;5,00;8,35;25,04
ZK 52394/W/01/2026;18721;4270000598227;CHIPSY Z MANIOKU SOLONE BEZGLUTENOWE BIO 60 g - E;3.00;szt;7,40;22,20;5,00;7,77;23,31
ZK 52394/W/01/2026;41154;4262397070004;CHIPSY Z PLANTANA O SMAKU TRUFLI BEZGLUTENOWE BIO;1.00;szt;6,10;6,10;5,00;6,41;6,41
ZK 52394/W/01/2026;18719;4270000598203;CHIPSY Z PLANTANA SOLONE BEZGLUTENOWE BIO 80 g -;3.00;szt;7,40;22,20;5,00;7,77;23,31
ZK 52394/W/01/2026;45733;8721082004138;CHIPSY Z SOCZEWICY O SMAKU SEROWYM WEGAŃSKIE BIO;3.00;szt;4,25;12,75;5,00;4,46;13,39
ZK 52394/W/01/2026;17396;8718754505635;CHIPSY ZIEMNIACZANE CIENKO KROJONE O SMAKU ŚMIETAN;3.00;szt;6,46;19,38;5,00;6,78;20,35
ZK 52394/W/01/2026;33603;8718754506687;CHIPSY ZIEMNIACZANE O SMAKU CZARNEJ TRUFLI BIO 10;2.00;szt;10,62;21,24;5,00;11,15;22,30
ZK 52394/W/01/2026;3938;8718754502054;CHIPSY ZIEMNIACZANE O SMAKU PAPRYKOWYM BIO 125;3.00;szt;6,54;19,62;5,00;6,87;20,60
ZK 52394/W/01/2026;3935;8718754502214;CHIPSY ZIEMNIACZANE SMAŻONE NA OLIWIE Z Og - TRAFO;2.00;szt;9,78;19,56;5,00;10,27;20,54
ZK 52394/W/01/2026;32153;5907652545161;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU BBQ BEZGLUTEN;5.00;szt;3,48;17,40;5,00;3,65;18,27
ZK 52394/W/01/2026;32155;5907652545543;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU POMIDORA Z B;5.00;szt;3,78;18,90;5,00;3,97;19,85
ZK 52394/W/01/2026;40541;5904730218139;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SŁODKIEJ PAPR;5.00;szt;3,48;17,40;5,00;3,65;18,27
ZK 52394/W/01/2026;44688;5904730218184;CHRUPKI PIRAMIDKI PROTEINOWE Z SOLĄ HIMALAJSKĄ 60;6.00;szt;3,48;20,88;5,00;3,65;21,92
ZK 52394/W/01/2026;4074;5998858703929;CHRUPKI RYŻOWE ZE SZPINAKIEM I POREM BEZG BIOPONT;12.00;szt;3,53;42,36;5,00;3,71;44,48
ZK 52394/W/01/2026;680;4012346154206;CYNAMON CEJLOŃSKI MIELONY BIO 50 g - LEBENSBAUM;3.00;szt;8,16;24,48;8,00;8,81;26,44
ZK 52394/W/01/2026;47004;5021991945465;HERBATA ZIELONA JAŚMINOWA O SMAKU BRZOSKWINIOWYM;2.00;szt;8,33;16,66;8,00;9,00;17,99
ZK 52394/W/01/2026;46320;8595178228261;HERBATKA BAJKOWA DLA DZIECI - DZIKA RÓŻA, MIĘTA P;3.00;szt;6,04;18,12;8,00;6,52;19,57
ZK 52394/W/01/2026;4263;8595178200694;HERBATKA DLA DZIECI - MELISA, MIĘTA I RUMIANEK BIO;4.00;szt;4,72;18,88;8,00;5,10;20,39
ZK 52394/W/01/2026;41482;5021991941726;HERBATKA RUMIANKOWA BIO (20 x 1,5 g) 30 g - CLIPP;2.00;szt;8,33;16,66;8,00;9,00;17,99
ZK 52394/W/01/2026;23707;5021991941733;HERBATKA Z RUMIANKIEM I MELISĄ BIO (20 x 2 g) 40;3.00;szt;7,99;23,97;5,00;8,39;25,17
ZK 52394/W/01/2026;23373;5904703900122;KOLAGEN + KWAS HIALURONOWY BEZGLUTENOWY 90 KAPSUŁE;1.00;szt;33,40;33,40;8,00;36,07;36,07
ZK 52394/W/01/2026;45802;5902448293790;KOLAGEN BEAUTY W PROSZKU 210 g - SO GOOD!;1.00;szt;42,50;42,50;8,00;45,90;45,90
ZK 52394/W/01/2026;41137;5903794189157;KREM DO TWARZY PRO-AGE NA DZIEŃ 50 m - SATTVA (AY;1.00;szt;28,30;28,30;23,00;34,81;34,81
ZK 52394/W/01/2026;41139;5903794189133;KREM POD OCZY PRO-AGE 30 ml - SATTVA (AYURVEDA);1.00;szt;23,76;23,76;23,00;29,22;29,22
ZK 52394/W/01/2026;18910;5901902001940;MAKARON (2-JAJECZNY SEMOLINOWY) KRAJANKA BIO 250 g;6.00;szt;4,38;26,28;5,00;4,60;27,59
ZK 52394/W/01/2026;8028;4018722100133;MAKARON (ORKISZOWY JAJECZNY) NITKI BIO 25 ALB GOLD;3.00;szt;5,70;17,10;5,00;5,99;17,96
ZK 52394/W/01/2026;24968;4018722344681;MAKARON (ORKISZOWY) SPAGHETTI BIO 500 g - ALB-GOL;2.00;szt;8,54;17,08;5,00;8,97;17,93
ZK 52394/W/01/2026;13807;5412360018413;OLEJEK ETERYCZNY BERGAMOTKA (BERGAMOTE) ECO 10 ml;1.00;szt;24,65;24,65;23,00;30,32;30,32
ZK 52394/W/01/2026;13813;5412360018451;OLEJEK ETERYCZNY CITROEN (CYTRYNA ZWYCZAJNA) BIO;2.00;szt;13,90;27,80;23,00;17,10;34,19
ZK 52394/W/01/2026;13810;5412360018444;OLEJEK ETERYCZNY CYNAMONOWIEC KAMFOROWY (RAVINTSAR;1.00;szt;22,18;22,18;23,00;27,28;27,28
ZK 52394/W/01/2026;41368;5905562028965;OLEJEK ETERYCZNY DRZEWO HERBACIANE 10 ml - YOUR C;2.00;szt;8,80;17,60;23,00;10,82;21,65
ZK 52394/W/01/2026;13817;5412360018482;OLEJEK ETERYCZNY EUKALIPTUS AUSTRALIJSKI (EUCALYPT;1.00;szt;16,53;16,53;23,00;20,33;20,33
ZK 52394/W/01/2026;13819;5412360018505;OLEJEK ETERYCZNY EUKALIPTUS GAŁKOWY (EUCALYPTUS GL;2.00;szt;11,05;22,10;23,00;13,59;27,18
ZK 52394/W/01/2026;13821;5412360018512;OLEJEK ETERYCZNY GOŹDZIKOWIEC KORZENNY (KRUIDNAGEL;1.00;szt;19,17;19,17;23,00;23,58;23,58
ZK 52394/W/01/2026;13825;5412360018703;OLEJEK ETERYCZNY KADZIDŁOWIEC (WIEROOK) ECO 10 ml;1.00;szt;21,76;21,76;23,00;26,76;26,76
ZK 52394/W/01/2026;45910;5906849682320;OLEJEK ETERYCZNY KADZIDŁOWIEC 10 ml - YOUR CANDLE;3.00;szt;9,73;29,19;23,00;11,97;35,90
ZK 52394/W/01/2026;41380;5905562028958;OLEJEK ETERYCZNY LAWENDA 10 ml - YOUR CANDLE;2.00;szt;9,05;18,10;23,00;11,13;22,26
ZK 52394/W/01/2026;13830;5412360018727;OLEJEK ETERYCZNY LAWENDA POŚREDNIA (LAVANDIN SUPER;2.00;szt;15,30;30,60;23,00;18,82;37,64
ZK 52394/W/01/2026;13828;5412360018741;OLEJEK ETERYCZNY LAWENDA WĄSKOLISTNA (ECHTE LAVEND;1.00;szt;20,14;20,14;23,00;24,77;24,77
ZK 52394/W/01/2026;13834;5412360018772;OLEJEK ETERYCZNY MIĘTA PIEPRZOWA (PEPERMUNT) BIO 1;1.00;szt;17,81;17,81;23,00;21,91;21,91
ZK 52394/W/01/2026;13836;5412360024902;OLEJEK ETERYCZNY MIRT ZWYCZAJNY BIO 10 ml - PHYSAL;1.00;szt;22,52;22,52;23,00;27,70;27,70
ZK 52394/W/01/2026;13838;5412360018796;OLEJEK ETERYCZNY OREGANO (OREGANO) BIO 10 ml - PH;1.00;szt;27,20;27,20;23,00;33,46;33,46
ZK 52394/W/01/2026;13844;5412360018857;OLEJEK ETERYCZNY ROZMARYN LEKARSKI (ROZEMARIJN) BI;2.00;szt;16,24;32,48;23,00;19,98;39,95
ZK 52394/W/01/2026;13846;5412360018871;OLEJEK ETERYCZNY SOSNA ZWYCZAJNA (GROVE DEN) BIO 1;1.00;szt;17,85;17,85;23,00;21,96;21,96
ZK 52394/W/01/2026;13849;5412360018925;OLEJEK ETERYCZNY TYMIANEK THYMUS ZYGIS THYMOL (TIJ;1.00;szt;31,45;31,45;23,00;38,68;38,68
ZK 52394/W/01/2026;13827;5412360018932;OLEJEK ETERYCZNY WAWRZYN SZLACHETNY BIO 10 ml - P;1.00;szt;26,52;26,52;23,00;32,62;32,62
ZK 52394/W/01/2026;26855;5902367404840;PALUSZKI GRISSINI Z OLEJEM SŁONECZ. 125g-VITALIAN;6.00;szt;3,23;19,38;5,00;3,39;20,35
