NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 52392/W/01/2026;31520;5907670799997;AMARANTUS BIO 1 kg - THE PLANET;3.00;szt;10,12;30,36;5,00;10,63;31,88
ZK 52392/W/01/2026;4484;5907814666529;AMARANTUS EKSPANDOWANY BIO 100 g - BIO PLANET;4.00;szt;4,72;18,88;5,00;4,96;19,82
ZK 52392/W/01/2026;10218;5907738155680;BIAŁKO KONOPNE BIO 500 g - BIO PLANET;1.00;szt;17,89;17,89;8,00;19,32;19,32
ZK 52392/W/01/2026;42547;5903864780000;BÓB PRAŻONY O SMAKU CHILI I CYTRYNY 50 g - GREENER;4.00;szt;4,25;17,00;5,00;4,46;17,85
ZK 52392/W/01/2026;42551;5903864780024;BÓB PRAŻONY O SMAKU SŁODKICH ZIÓŁ I OLIWEK 50 g -;6.00;szt;4,25;25,50;5,00;4,46;26,78
ZK 52392/W/01/2026;40510;5902431590431;BUŁKI DO HOT-DOGÓW BEZGLUTENOWE (2 szt.) 130 g -;4.00;szt;5,78;23,12;5,00;6,07;24,28
ZK 52392/W/01/2026;47133;5907623359100;BUŁKI KAJZERKI BEZGLUTENOWE (4 szt.) 240 g - WISO;2.00;szt;7,14;14,28;5,00;7,50;14,99
ZK 52392/W/01/2026;41439;5902431591889;BUŁKI PITA BEZGLUTENOWE (2 szt.) 190 g - INCOLA;4.00;szt;8,63;34,52;5,00;9,06;36,25
ZK 52392/W/01/2026;26624;5902367409081;CHAŁWA O SMAKU WANILIOWYM BIO 200 g - NATURAVENA;3.00;szt;14,58;43,74;23,00;17,93;53,80
ZK 52392/W/01/2026;18548;5907653104800;CHLEB KRÓLEWSKI Z ZIARNAMI BEZGLUTENOWY BIO 250 g;2.00;szt;8,80;17,60;5,00;9,24;18,48
ZK 52392/W/01/2026;33024;8005221301327;CHLEB TOSTOWY PEŁNOZIARNISTY BIO 400 g - IL BUON P;3.00;szt;7,35;22,05;5,00;7,72;23,15
ZK 52392/W/01/2026;46542;7640230493611;CHRUPKI KUKURYDZIANO - OWSIANE MALINOWO - BANANOW;4.00;szt;5,23;20,92;5,00;5,49;21,97
ZK 52392/W/01/2026;46837;5412916991726;CIASTECZKA BANANOWE OD 6 MIESIĄCA BIO 120 g - BIS;2.00;szt;8,33;16,66;5,00;8,75;17,49
ZK 52392/W/01/2026;44607;5905679882382;CIASTECZKA RÓŻANE SERDUSZKA 150 g - NEW MOUNTAIN;2.00;szt;11,82;23,64;5,00;12,41;24,82
ZK 52392/W/01/2026;42371;3184340000535;CIASTKA MARKIZY ORKISZOWE Z KREMEM ROKITNIK - POMA;2.00;szt;9,35;18,70;5,00;9,82;19,64
ZK 52392/W/01/2026;40718;8718976020145;COCOMILK-BEZ GU G 17% TŁ BIO 200ml-AMAIZ;6.00;szt;4,08;24,48;8,00;4,41;26,44
ZK 52392/W/01/2026;31137;5907709951990;CYNAMON CEJLOŃSKI MIELONY  BIO 125 g - BATOM;2.00;szt;11,94;23,88;8,00;12,90;25,79
ZK 52392/W/01/2026;7699;5902768527926;CZĄBER BIO 20 g - DARY NATURY;5.00;szt;3,82;19,10;5,00;4,01;20,06
ZK 52392/W/01/2026;1816;4006040189008;CZEKOLADA BIAŁA Z WIÓRKAMI KOKOSOWYMI BIO RAPUNZEL;2.00;szt;9,39;18,78;23,00;11,55;23,10
ZK 52392/W/01/2026;25699;8019428009122;DESER OWSIANY CZEKOLADOWY BIO (2 x 130 g) 260 g;3.00;szt;6,29;18,87;8,00;6,79;20,38
ZK 52392/W/01/2026;17942;5907778314788;GŁOŻYNA POSPOLITA SUSZONA BIO 180 g - SOLIDA FOOD;1.00;szt;15,34;15,34;5,00;16,11;16,11
ZK 52392/W/01/2026;44850;5902425055632;INULINA (BŁONNIK Z AGAWY) BIO 600 g - BIO PLANET;2.00;szt;26,25;52,50;5,00;27,56;55,13
ZK 52392/W/01/2026;319;5902448169262;KASZA BULGUR BIO 1 kg - BIO PLANET;2.00;szt;8,44;16,88;5,00;8,86;17,72
ZK 52392/W/01/2026;33287;5902367409999;KASZA GRYCZANA KRAKOWSKA NIEP BIO 1 kg- BIO PLANET;2.00;szt;9,00;18,00;5,00;9,45;18,90
ZK 52392/W/01/2026;18157;5907738158063;KASZA GRYCZANA KRAKOWSKA NIEP BIO 500 g - BIO RAJ;4.00;szt;4,84;19,36;5,00;5,08;20,33
ZK 52392/W/01/2026;18158;5907738155895;KASZA GRYCZANA NIEP BEZGLUT BIO PL 500 g - BIO RAJ;4.00;szt;4,93;19,72;5,00;5,18;20,71
ZK 52392/W/01/2026;5278;5907814669247;KASZA GRYCZANA NIEPALONA BEZGLUT.  BIO 1 kg - BP;2.00;szt;7,50;15,00;5,00;7,88;15,75
ZK 52392/W/01/2026;366;5902605412019;KASZA GRYCZANA PALONA BIO 1 kg - BIO PLANET;2.00;szt;9,38;18,76;5,00;9,85;19,70
ZK 52392/W/01/2026;4544;5907814664563;KASZA JAGLANA BEZGLUTENOWA BIO 1 kg - BIO PLANET;5.00;szt;7,50;37,50;5,00;7,88;39,38
ZK 52392/W/01/2026;2790;5907814664808;KASZA JAGLANA BEZGLUTENOWA BIO 400 g - BIO PLANET;10.00;szt;2,10;21,00;5,00;2,21;22,05
ZK 52392/W/01/2026;8402;5907738152504;KASZA JAGLANA BIO (POLSKA) 1 kg - BIO RAJ;8.00;szt;8,33;66,64;5,00;8,75;69,97
ZK 52392/W/01/2026;33359;5902367401115;KASZA JĘCZMIENNA PĘCZAK BIO 1 kg - BIO PLANET;3.00;szt;7,12;21,36;5,00;7,48;22,43
ZK 52392/W/01/2026;44231;8718976020831;KASZA KUSKUS PERŁOWY FREGOLA BIO 400 g - LA BIO ID;3.00;szt;9,05;27,15;5,00;9,50;28,51
ZK 52392/W/01/2026;33361;5902367401122;KASZA MANNA BIO 1 kg - BIO PLANET;2.00;szt;8,62;17,24;5,00;9,05;18,10
ZK 52392/W/01/2026;298;5902605416659;KASZA ORKISZOWA BIO 1 kg - BIO PLANET;2.00;szt;9,75;19,50;5,00;10,24;20,48
ZK 52392/W/01/2026;38131;4018462157701;KETCHUP DLA DZIECI BEZGLUTENOWY BIO 300 ml - BYOD;2.00;szt;12,03;24,06;8,00;12,99;25,98
ZK 52392/W/01/2026;5021;5400164115049;LEMONIADA FAIR TRADE BIO 330 ml (PUSZKA) - OXFAM;4.00;szt;5,10;20,40;23,00;6,27;25,09
ZK 52392/W/01/2026;46669;7640230491358;ŁYŻECZKI DLA DZIECI (3 szt.) - HOLLE;2.00;szt;8,03;16,06;23,00;9,88;19,75
ZK 52392/W/01/2026;43039;5060691233533;MAKARON (KONJAC) ANGEL HAIR BEZGLUTENOWY BIO 270 g;5.00;szt;3,74;18,70;5,00;3,93;19,64
ZK 52392/W/01/2026;34168;5060691233441;MAKARON (KONJAC) GOTOWY NA WOKA BEZGLUTENOWY BIO 2;14.00;szt;4,00;56,00;5,00;4,20;58,80
ZK 52392/W/01/2026;30968;5060691233540;MAKARON (KONJAC) PAPPARDELLE BEZGLUTENOWY BIO 270;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 52392/W/01/2026;43040;5060691233519;MAKARON (KONJAC) PENNE BEZGLUTENOWY BIO 270 g (200;8.00;szt;3,74;29,92;5,00;3,93;31,42
ZK 52392/W/01/2026;30965;5060691233489;MAKARON (KONJAC) SPAGHETTI BEZGLUTENOWY BIO 270 g;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 52392/W/01/2026;43045;5060691233458;MAKARON (KONJAC) THAI STYLE BEZGLUTENOWY BIO 270 g;9.00;szt;3,74;33,66;5,00;3,93;35,34
ZK 52392/W/01/2026;30970;5060691233557;MAKARON (KONJAC) UDON BEZGLUTENOWY BIO 270 g (200;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 52392/W/01/2026;30967;5060691233465;MAKARON (KONJAC) W KSZTAŁCIE RYŻU BEZG;10.00;szt;4,00;40,00;5,00;4,20;42,00
ZK 52392/W/01/2026;45089;609728699635;MAKARON (Z TAPIOKI I KONJAC) PENNE BEZGLUTENOWY B;5.00;szt;3,66;18,30;5,00;3,84;19,22
ZK 52392/W/01/2026;45087;5060691237272;MAKARON (Z TAPIOKI I KONJAC) TAGLIATELLE BEZGLUTE;5.00;szt;3,66;18,30;5,00;3,84;19,22
ZK 52392/W/01/2026;45082;5060691237234;MAKARON KONJAC W KSZTAŁCIE KUSKUSU BEZGLUTENOWY B;5.00;szt;3,66;18,30;5,00;3,84;19,22
ZK 52392/W/01/2026;43042;5060691233472;MAKARON KONJAC W KSZTAŁCIE RYŻU (STICKY RICE) DO S;5.00;szt;4,00;20,00;5,00;4,20;21,00
ZK 52392/W/01/2026;24676;5907709955295;MANGO SUSZONE PLASTRY BIO 200 g - BATOM;1.00;szt;16,66;16,66;5,00;17,49;17,49
ZK 52392/W/01/2026;12164;8595582418098;MĄKA GRYCZANA JASNA BEZGLUTENOWA BIO 500 g - PROBI;2.00;szt;11,26;22,52;5,00;11,82;23,65
ZK 52392/W/01/2026;197;5907814666970;MĄKA KUKURYDZIANA BIO 1 kg - BIO PLANET;3.00;szt;6,19;18,57;5,00;6,50;19,50
ZK 52392/W/01/2026;27073;5902367401184;MĄKA MIGDAŁOWA 250 g - NATURAVENA;3.00;szt;12,92;38,76;5,00;13,57;40,70
ZK 52392/W/01/2026;8473;5907738150258;MĄKA ORKISZOWA CHLEBOWATYP 700 BIO 500 g - BIO RAJ;4.00;szt;5,10;20,40;5,00;5,36;21,42
ZK 52392/W/01/2026;10784;5902983787853;MĄKA ORKISZOWA RAZOWA TYP 2000 BIO 1 kg - BIO RAJ;3.00;szt;7,90;23,70;5,00;8,30;24,89
ZK 52392/W/01/2026;44682;5902425055564;MĄKA OWSIANA PRAŻONA WYSOKOBŁONNIKOWA BIO 700 g;3.00;szt;5,55;16,65;5,00;5,83;17,48
ZK 52392/W/01/2026;352;5902983781226;MĄKA RYŻOWA PEŁNOZIARNISTA B BIO 1 kg - BIO PLANET;2.00;szt;10,72;21,44;5,00;11,26;22,51
ZK 52392/W/01/2026;11780;8595582418111;MĄKA Z SORGO BEZGLUTENOWA BIO 450 g - PROBIO;7.00;szt;5,70;39,90;5,00;5,99;41,90
ZK 52392/W/01/2026;41978;8009004810549;MIĘSO CIELĘCINA BEZGLUTENOWA OD 4 MIESIĄCA BIO (2;2.00;szt;12,07;24,14;5,00;12,67;25,35
ZK 52392/W/01/2026;19763;8009004810556;MIĘSO PSTRĄGA Z WARZYWAMI BEZGLUTENOWE OD 4 MIESIĄ;3.00;szt;11,35;34,05;5,00;11,92;35,75
ZK 52392/W/01/2026;32458;7640161877313;MUS GRUSZKOWY KUCYK (GRUSZKA - BRZOSKWINIA - MALIN;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 52392/W/01/2026;25513;4260249140028;MUS JABŁKO - GRUSZKA - MARCHEW - DYNIA  BEZ DODATK;4.00;szt;5,18;20,72;5,00;5,44;21,76
ZK 52392/W/01/2026;31370;7640161877252;MUS JAGODOWY PIESEK (JABŁKO - BRZOSKWINIA - OWOCE;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 52392/W/01/2026;31369;7640161877290;MUS NIEBIESKI PTAK (GRUSZKA - JABŁKO - JAGODA - OW;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 52392/W/01/2026;32771;7640161877061;MUS WARZYWNY KRÓLIK (MARCHEW - SŁODKI ZIEMNIAK - G;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 52392/W/01/2026;2452;9120008996059;NAPÓJ ICE TEA O SMAKU BRZOSKWINIOWYM BIO HOLLINGER;4.00;szt;4,46;17,84;23,00;5,49;21,94
ZK 52392/W/01/2026;41662;4004191005406;NAPÓJ WIELOOWOCOWY Z ŻELAZEM 750 ml - ROTBACKCHEN;2.00;szt;12,03;24,06;5,00;12,63;25,26
ZK 52392/W/01/2026;45017;59099109;NATURALNA WODA MINERALNA NISKOGAZOWANA 1 L - MILA;24.00;szt;4,25;102,00;23,00;5,23;125,46
ZK 52392/W/01/2026;2455;9120008998657;NEKTAR Z CZARNEJ PORZECZKI BIO 1 L - HOLLINGER;2.00;szt;11,39;22,78;5,00;11,96;23,92
ZK 52392/W/01/2026;30167;7640104952695;OBIADEK MIĘSNY KURCZAK BEZ DODATKU CUKRÓW BEZGLUTE;3.00;szt;6,59;19,77;5,00;6,92;20,76
ZK 52392/W/01/2026;25623;7640104959717;OLEJ DLA DZIECI OD 5 MIESIĄCA BIO 250 ml - HOLLE;4.00;szt;13,43;53,72;5,00;14,10;56,41
ZK 52392/W/01/2026;5847;4260355580572;OLEJ KOKOSOWY VIRGIN BIO 400 ml - BIO PLANETE;1.00;szt;22,10;22,10;5,00;23,21;23,21
ZK 52392/W/01/2026;46883;8011845006050;OLIWA Z OLIWEK EXTRA VIRGIN FENOLIO PDO TERRA DI;1.00;szt;38,97;38,97;5,00;40,92;40,92
ZK 52392/W/01/2026;10109;5903900362030;ORKISZ (ZIARNO) BIO 1 kg - BIO PLANET;3.00;szt;6,00;18,00;5,00;6,30;18,90
ZK 52392/W/01/2026;9373;5902596076467;PASZTET WEGAŃSKI Z PIECZONYMI WARZYWAMI B- VEGA UP;4.00;szt;5,14;20,56;5,00;5,40;21,59
ZK 52392/W/01/2026;15109;8000130480477;PIADINA ORKISZOWA BIO (3 szt.) 300 g - ALIMENTA;15.00;szt;9,01;135,15;5,00;9,46;141,91
ZK 52392/W/01/2026;6827;5907814667076;PŁATKI GRYCZANE BIO 600 g - BIO PLANET;2.00;szt;9,75;19,50;5,00;10,24;20,48
ZK 52392/W/01/2026;309;5902983780151;PŁATKI ORKISZOWE BIO 1 kg - BIO PLANET;2.00;szt;9,00;18,00;5,00;9,45;18,90
ZK 52392/W/01/2026;10198;5902488066095;PŁATKI OWSIANE BEZGLUTENOWE BIO 1 kg - BIO PLANET;4.00;szt;10,12;40,48;5,00;10,63;42,50
ZK 52392/W/01/2026;16124;5907738156229;PŁATKI OWSIANE BEZGLUTENOWE BIO(POLSKA)1kg-BIORAJ;3.00;szt;9,35;28,05;5,00;9,82;29,45
ZK 52392/W/01/2026;398;5902605416802;PŁATKI OWSIANE BIO 1 kg - BIO PLANET;2.00;szt;7,35;14,70;5,00;7,72;15,44
ZK 52392/W/01/2026;31431;5902596171513;PŁATKI OWSIANE GÓRSKIE BIO 1 kg - BIO PLANET;3.00;szt;7,88;23,64;5,00;8,27;24,82
ZK 52392/W/01/2026;5279;5907814669346;QUINOA BIAŁA (KOMOSA RYŻOWA) BIO 1 kg - BIO PLANET;1.00;szt;21,64;21,64;5,00;22,72;22,72
ZK 52392/W/01/2026;378;5902605414129;QUINOA CZERWONA (KOM. RYŻ) BIO 500 g - BIO PLANET;2.00;szt;12,60;25,20;5,00;13,23;26,46
ZK 52392/W/01/2026;6820;5907814666574;QUINOA EKSPANDOWANA BIO 150 g - BIO PLANET;2.00;szt;7,65;15,30;5,00;8,03;16,07
