
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
06376;9,79;10,28;(S)FSK-K/26/02/355;1149;5906395043033;Ogórki kiszone BIO 500 g/1 kg;-1.000000;szt.;5,00;-9,79;-10,28
09843;26,54;27,87;(S)FSK-K/26/02/355;3430;5904722221130;Kimchi Classic Mild 900 g;-1.000000;szt.;5,00;-26,54;-27,87
