NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 17760/W/2026;2698;5907814663207;AMARANTUS BIO 500 g - BIO PLANET;3.00;szt;5,78;17,34;5,00;6,07;18,21
FS 17760/W/2026;40708;5906395341382;BATON BROWNIE KETO BEZ DODATKU CUKRÓW BEZGLUTENOWY;4.00;szt;4,17;16,68;5,00;4,38;17,51
FS 17760/W/2026;44923;5905279630604;BATON PISTACJOWY Z MALINAMI SICILIANA RAW BEZGL;5.00;szt;4,46;22,30;5,00;4,68;23,42
FS 17760/W/2026;6442;258884;CEBULA CZERWONA ŚWIEŻA BIO (około 1,00 kg);1.055;kg;7,20;7,60;5,00;7,56;7,98
FS 17760/W/2026;6470;5902650272811;CEBULA ŻÓŁTA ŚWIEŻA BIO (POLSKA) (około 1,00 kg);2.00;szt;4,58;9,16;5,00;4,81;9,62
FS 17760/W/2026;11020;5902983785590;CHRUPKI KUKURYDZIANE BEZGLUTE BIO 150 g BIOMINKI;7.00;szt;5,61;39,27;5,00;5,89;41,23
FS 17760/W/2026;40541;5904730218139;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SŁODKIEJ PAPR;5.00;szt;2,89;14,45;5,00;3,03;15,17
FS 17760/W/2026;21105;4260229160305;CIASTO FRANCUSKIE MAŚLANE BIO 275 g - DONAU STRUD;9.00;szt;12,07;108,63;5,00;12,67;114,06
FS 17760/W/2026;45200;4260229160428;CIASTO FRANCUSKIE ORKISZOWE BIO 270 g - DONAU STR;2.00;szt;11,31;22,62;5,00;11,88;23,75
FS 17760/W/2026;2712;5907814664402;DAKTYLE SUSZONE BEZGLUTENOWE BIO 400 g -BIO PLANET;2.00;szt;9,75;19,50;5,00;10,24;20,48
FS 17760/W/2026;43951;5902431592220;DROŻDŻÓWKA CHAŁKA BEZGLUTENOWA (2 szt.) 120 g - IN;4.00;szt;6,29;25,16;5,00;6,60;26,42
FS 17760/W/2026;20394;8699367125505;FARBA DO WŁOSÓW CZARNA 1.00 - BIOMAGIC;2.00;szt;16,45;32,90;23,00;20,23;40,47
FS 17760/W/2026;1900;8437010207815;GAZPACHO (HISZPAŃSKA ZUPA WARZYWNA) BIO 1 L - BIOS;2.00;szt;11,43;22,86;5,00;12,00;24,00
