NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
FS 17277/W/2026;40501;5902431592091;BAJGLE Z MAKIEM BEZGLUTENOWE (2 szt.) 190 g - I;2.00;szt;8,88;17,76;5,00;9,32;18,65
FS 17277/W/2026;34583;5903794185845;BRANSOLETKA MIEDZIANA 1083 - SATTVA;1.00;szt;24,27;24,27;23,00;29,85;29,85
FS 17277/W/2026;202;5907814669179;CHIPSY JABŁKOWE BEZGLUTENOW BIO 100 g - BIO PLANET;2.00;szt;8,89;17,78;5,00;9,33;18,67
FS 17277/W/2026;16915;5907653104060;CHLEB Z PEŁNEGO ZIARNA BEZGLUTENOWY BIO 250 g - BA;4.00;szt;9,82;39,28;5,00;10,31;41,24
FS 17277/W/2026;680;4012346154206;CYNAMON CEJLOŃSKI MIELONY BIO 50 g - LEBENSBAUM;3.00;szt;8,16;24,48;8,00;8,81;26,44
FS 17277/W/2026;20593;5903794180628;CZYŚCIK MIEDZIANY DO JĘZYKA - SATTVA;2.00;szt;10,92;21,84;23,00;13,43;26,86
FS 17277/W/2026;46763;5902425050538;FRYTKI JABŁKOWE BEZGLUTENOWE BIO 40 g - BIOMINKI;4.00;szt;4,21;16,84;5,00;4,42;17,68
FS 17277/W/2026;27837;5906750251134;FRYTKI JABŁKOWE SUSZONE BIO 40g-EKO LUDKI;4.00;szt;4,76;19,04;5,00;5,00;19,99
FS 17277/W/2026;10083;5902175866076;GROSZEK ZIELONY W ZALEWIE BIO350g(230g)(SŁOIKBIOPL;5.00;szt;5,85;29,25;5,00;6,14;30,71
FS 17277/W/2026;30985;4012824405622;HERBATKA AJURWEDYJSKA TULSI RELAX BIO (17 x 2 g);2.00;szt;8,63;17,26;8,00;9,32;18,64
FS 17277/W/2026;23705;5021991941757;HERBATKA Z MELISĄ I LAWENDĄ BIO (20 x 1,5 g) 30 g;3.00;szt;7,86;23,58;8,00;8,49;25,47
FS 17277/W/2026;6849;5907814668080;KAKAO ZIARNA KRUSZONE SUROWE BIO 250 g -BIO PLANET;1.00;szt;29,25;29,25;23,00;35,98;35,98
FS 17277/W/2026;4653;5902605415287;KASZA GRYCZANA NIEPALONA BEZG. BIO 5 kg - HORECA;1.00;szt;35,70;35,70;5,00;37,49;37,49
FS 17277/W/2026;366;5902605412019;KASZA GRYCZANA PALONA BIO 1 kg - BIO PLANET;2.00;szt;9,38;18,76;5,00;9,85;19,70
FS 17277/W/2026;27555;5908445470875;KASZA JĘCZMIENNA BIO 400 g - NATURAVENA;7.00;szt;4,68;32,76;5,00;4,91;34,40
FS 17277/W/2026;25621;7640104951308;KASZKA MANNA PEŁNOZIARNISTA BEZ DODATKU CUKRÓW OD;2.00;szt;9,18;18,36;5,00;9,64;19,28
FS 17277/W/2026;24856;5902650278264;LEN ZŁOTY (SIEMIĘ LNIANE) BIO 200 g - BIO PLANET;6.00;szt;3,45;20,70;5,00;3,62;21,74
FS 17277/W/2026;23133;8718421272235;MAJONEZ WEGAŃSKI BIO 370 ml - BIO BANDITS;2.00;szt;8,76;17,52;8,00;9,46;18,92
FS 17277/W/2026;24968;4018722344681;MAKARON (ORKISZOWY) SPAGHETTI BIO 500 g - ALB-GOL;2.00;szt;8,54;17,08;5,00;8,97;17,93
FS 17277/W/2026;16324;4018722344353;MAKARON (RYŻOWY RAZOWY) PENNE BEZGLUTEN ALB GOLD;3.00;szt;7,31;21,93;5,00;7,68;23,03
FS 17277/W/2026;2779;8009004120105;MAKARON (Z PŁASKURKI) SPAGHETTI BIO 500 g - ALCE N;2.00;szt;10,54;21,08;5,00;11,07;22,13
FS 17277/W/2026;12164;8595582418098;MĄKA GRYCZANA JASNA BEZGLUTENOWA BIO 500 g - PROBI;2.00;szt;11,26;22,52;5,00;11,82;23,65
FS 17277/W/2026;10075;5907738152863;MĄKA KASZTANOWA BEZGLUTENOWA BIO 700 g - BIO PLANE;2.00;szt;19,88;39,76;5,00;20,87;41,75
FS 17277/W/2026;12049;8595582418333;MĄKA KUKURYDZIANA BEZGLUTENOWA BIO 450 g  HARMONIE;4.00;szt;4,17;16,68;5,00;4,38;17,51
FS 17277/W/2026;44418;5900038001213;MIESZANKA DO WYPIEKU BABKI BEZGLUTENOWA 300 g - CE;6.00;szt;4,93;29,58;5,00;5,18;31,06
FS 17277/W/2026;11776;8595582417114;MIESZANKA DO WYPIEKU UNIWERSALNA BEZGLUTE - PROBIO;2.00;szt;8,76;17,52;5,00;9,20;18,40
FS 17277/W/2026;47169;5907709956629;OLEJ SEZAMOWY TŁOCZONY NA ZIMNO BIO 500 ml - BATO;1.00;szt;22,65;22,65;5,00;23,78;23,78
FS 17277/W/2026;5387;5907814660312;ORZECHY PEKAN BIO 100 g - BIO PLANET;2.00;szt;9,60;19,20;5,00;10,08;20,16
FS 17277/W/2026;44993;5904538034351;OWOCOWE DODATKI DO MUSLI I DESERÓW JUNIOR BIO 20 g;2.00;szt;7,78;15,56;5,00;8,17;16,34
FS 17277/W/2026;45777;3800501908594;PASTA DO ZĘBÓW REMINERALIZUJĄCA SUPER WHITE Z PŁY;3.00;szt;7,35;22,05;23,00;9,04;27,12
FS 17277/W/2026;31127;5907518375314;PIEROGI Z ZIEMNIAKAMI I OLIWĄ TRUFLOWĄ 275 g - MA;2.00;szt;12,71;25,42;5,00;13,35;26,69
FS 17277/W/2026;10198;5902488066095;PŁATKI OWSIANE BEZGLUTENOWE BIO 1 kg - BIO PLANET;2.00;szt;10,13;20,26;5,00;10,64;21,27
FS 17277/W/2026;46293;5425038430486;PODUSZKI ZBOŻOWE CYNAMONOWE 30 % MNIEJ CUKRU BEZG;2.00;szt;12,07;24,14;5,00;12,67;25,35
FS 17277/W/2026;12103;5701410410834;PROSZEK DO PRANIA BIAŁYCH I KOLOROWYCH UBRAŃ ECO;1.00;szt;23,38;23,38;23,00;28,76;28,76
FS 17277/W/2026;5802;4019555100154;PROSZEK DO PRANIA KOLOR ECO 1,375 kg - KLAR;3.00;szt;27,20;81,60;23,00;33,46;100,37
