
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
12298;3,82;4,01;(S)FS-26/02/2218;6300;7640230491716;Napój owsiany pełnoziarnisty, bezglutenowy powyżej 12 miesiąca życia /demeter BIO 200 ml;17.000000;szt.;5,00;64,94;68,19
11379;12,32;12,94;(S)FS-26/02/2218;5264;5904722221567;Kimchi Spicy rzodkiew 300 g;1.000000;szt.;5,00;12,32;12,94
09241;3,07;3,78;(S)FS-26/02/2218;2927;5900467000566;Naturalna woda mineralna wysokonasycona CO2  0,7 l;2.000000;szt.;23,00;6,14;7,55
12395;14,38;17,69;(S)FS-26/02/2218;6397;4019886000772;Mydło do podłóg drewnianych o zapachu drzewa sandałowego BIO 1 l;1.000000;szt.;23,00;14,38;17,69
09840;12,32;12,94;(S)FS-26/02/2218;3427;5904722221000;Kimchi Classic spicy 300 g;5.000000;szt.;5,00;61,60;64,68
11642;11,20;11,76;(S)FS-26/02/2218;5570;4751019538775;Musli 37% suszonych owoców i nasion bezglutenowe 400 g;3.000000;szt.;5,00;33,60;35,28
09841;26,54;27,87;(S)FS-26/02/2218;3428;5904722221123;Kimchi Classic spicy 900 g;8.000000;szt.;5,00;212,32;222,94
02224;5,38;5,81;(S)FS-26/02/2218;86;5900672305173;Musztarda łagodna BIO 170 g;4.000000;szt.;8,00;21,52;23,24
05888;15,52;16,30;(S)FS-26/02/2218;906;5908249971615;Olej słonecznikowy do smażenia BIO 1 l;1.000000;szt.;5,00;15,52;16,30
09855;4,73;4,97;(S)FS-26/02/2218;3442;4771085204916;Owsianka z owocami leśnymi pełnoziarnista BIO 60 g;7.000000;szt.;5,00;33,11;34,77
08601;6,90;7,25;(S)FS-26/02/2218;2452;8008698022214;Pain Campagnard aux graines- chleb wieloziarnisty BEZGL. 250 g;10.000000;szt.;5,00;69,00;72,45
09856;5,21;5,47;(S)FS-26/02/2218;3443;4771085204923;Owsianka z morelami i bananem pełnoziarnista BIO 60 g;3.000000;szt.;5,00;15,63;16,41
11523;4,73;4,97;(S)FS-26/02/2218;5438;5908249979536;Otręby owsiane BIO 500 g EkoWital;11.000000;szt.;5,00;52,03;54,63
09852;5,25;5,51;(S)FS-26/02/2218;3439;4771085204909;Owsianka z jabłkami i cynamonem pełnoziarnista BIO 60 g;3.000000;szt.;5,00;15,75;16,54
12381;22,51;27,69;(S)FS-26/02/2218;6383;4019886015066;Płyn do prania, uniwersalny kolor limonka BIO 1.5 l;2.000000;szt.;23,00;45,02;55,37
03256;4,09;4,29;(S)FS-26/02/2218;126;5907752683442;Sok z buraków kiszonych B/C BIO 300 ml;2.000000;szt.;5,00;8,18;8,59
05772;5,92;6,22;(S)FS-26/02/2218;852;5908249971530;Sok z cytryn 100% BIO 250 ml;2.000000;szt.;5,00;11,84;12,43
12305;5,02;5,27;(S)FS-26/02/2218;6307;7640230490825;Słoiczek jabłko-borówka od 4 m-ca BIO 190 g;2.000000;szt.;5,00;10,04;10,54
12306;7,77;8,16;(S)FS-26/02/2218;6308;7640230492881;Słoiczek jabłko-owoce leśne od 8 m-ca BIO 220 g;2.000000;szt.;5,00;15,54;16,32
06405;8,06;8,70;(S)FS-26/02/2218;1169;8053323640738;Sos pomidorowy dla dzieci BIO 340 g;6.000000;szt.;8,00;48,36;52,23
08030;5,47;5,74;(S)FS-26/02/2218;2042;5900900002812;Żurek jaglany - koncentrat BEZG. BIO 320 ml;4.000000;szt.;5,00;21,88;22,97
10116;5,10;5,36;(S)FS-26/02/2218;3801;5900900003093;Żurek żytni koncentrat BIO 320 ml;2.000000;szt.;5,00;10,20;10,71
08029;5,47;5,74;(S)FS-26/02/2218;2041;5900900002805;Żurek gryczany - koncentrat BEZG. BIO 320 ml;1.000000;szt.;5,00;5,47;5,74
12102;5,96;6,26;(S)FS-26/02/2218;6098;8007780001380;Spody do pizzy orkiszowe BIO 260 g (2 szt);2.000000;szt.;5,00;11,92;12,52
09909;8,80;9,24;(S)FS-26/02/2218;3609;5908249976870;Ryż brązowy długoziarnisty BIO 1 kg;3.000000;szt.;5,00;26,40;27,72
12180;3,60;3,78;(S)FS-26/02/2218;6182;5903111231224;Pomidory suszone BIO 80 g;1.000000;szt.;5,00;3,60;3,78
12397;12,47;15,34;(S)FS-26/02/2218;6399;4019886000802;Płyn nabłyszczający do zmywarek BIO 500 ml;1.000000;szt.;23,00;12,47;15,34
12387;12,99;15,98;(S)FS-26/02/2218;6389;4019886000208;Płyn do zmywania naczyń cytryna-limonka BIO 1 l;1.000000;szt.;23,00;12,99;15,98
12385;7,67;9,43;(S)FS-26/02/2218;6387;4019886023566;Płyn do zmywania naczyń sensitive z aloesem BIO 500 ml;1.000000;szt.;23,00;7,67;9,43
07107;2,72;2,86;(S)FS-26/02/2218;1493;8586015178870;Przecier jabłko-marchew po 6 miesiącu życia BIO 90 g;1.000000;szt.;5,00;2,72;2,86
11932;8,84;9,28;(S)FS-26/02/2218;5897;4820219346517;Przekąska jabłko-czarna porzeczka 100g;1.000000;szt.;5,00;8,84;9,28
11930;8,84;9,28;(S)FS-26/02/2218;5895;4820219346500;Przekąska jabłko - borówka 100g;1.000000;szt.;5,00;8,84;9,28
11931;9,40;9,87;(S)FS-26/02/2218;5896;4820219346487;Przekąska jabłko - truskawka 100g;3.000000;szt.;5,00;28,20;29,61
04643;12,11;12,72;(S)FS-26/02/2218;399;8008698004852;Mix C- mieszanka do wypieku ciast BEZGL. 1 kg;2.000000;szt.;5,00;24,22;25,43
08315;5,92;6,22;(S)FS-26/02/2218;2246;5908249975453;Fasola czerwona kidney w zalewie BIO 360 g / 240 g;1.000000;szt.;5,00;5,92;6,22
07110;3,20;3,36;(S)FS-26/02/2218;1496;8586019160284;Danie ziemniak-groszek-cukinia po 6 miesiącu życia BIO 90 g;2.000000;szt.;5,00;6,40;6,72
11635;3,13;3,29;(S)FS-26/02/2218;5563;5903453005040;Ciastka mini jungle BIO 100 g;4.000000;szt.;5,00;12,52;13,15
07111;3,20;3,36;(S)FS-26/02/2218;1497;8586019160277;Danie brokuł-ziemniak po 6 miesiącu życia BIO 90 g;2.000000;szt.;5,00;6,40;6,72
10803;9,27;9,73;(S)FS-26/02/2218;4606;8008698004586;Gnocchi- kopytka ziemniaczane BEZGL. 300 g;2.000000;szt.;5,00;18,54;19,47
05412;6,04;6,34;(S)FS-26/02/2218;683;5907752683978;Kapusta kiszona BIO 570 g / 700 g;1.000000;szt.;5,00;6,04;6,34
11636;3,57;3,75;(S)FS-26/02/2218;5564;5903453005392;Ciastka kakaowe mini jungle BIO 100g;2.000000;szt.;5,00;7,14;7,50
05723;4,47;4,69;(S)FS-26/02/2218;820;5908249971264;Bulion drobiowy w kostkach bez oleju palmowego BEZGL. BIO 66 g;4.000000;szt.;5,00;17,88;18,77
12293;9,72;10,21;(S)FS-26/02/2218;6295;7640230491624;Bezglutenowa kaszka pełnoziarnista owsiana, bezmleczna powyżej 6 m-ca życia BIO 250 g;2.000000;szt.;5,00;19,44;20,41
12318;16,27;17,08;(S)FS-26/02/2218;6320;4260133233416;Batony zbożowe borówka, banan, owies powyżej 12 miesięcy 6x BIO 23 g;1.000000;szt.;5,00;16,27;17,08
12319;16,27;17,08;(S)FS-26/02/2218;6321;4260133233409;Batony zbożowe truskawka, jabłko, owies powyżej 12 miesięcy 6x BIO 23 g;1.000000;szt.;5,00;16,27;17,08
10901;5,81;6,10;(S)FS-26/02/2218;4725;8588007731865;Chipsy warzywne BEZGL. BIO 85 g;1.000000;szt.;5,00;5,81;6,10
12330;10,78;11,32;(S)FS-26/02/2218;6332;4260133230781;Ciasteczka orkiszowe z nadzieniem owocowym truskawkowo- jabłkowym 6x BIO 22 g;1.000000;szt.;5,00;10,78;11,32
12329;9,89;10,38;(S)FS-26/02/2218;6331;4260133231399;Ciasteczka orkiszowo z nadzieniem owocowym borówka, jabłko, banan 6x BIO 22 g;1.000000;szt.;5,00;9,89;10,38
06718;8,11;8,52;(S)FS-26/02/2218;1261;5908249972841;Chrzan tarty 160 g;4.000000;szt.;5,00;32,44;34,06
12273;3,56;3,74;(S)FS-26/02/2218;6275;7640161879379;Chrupki jaglane o smaku naturalnym powyżej 8 miesiąca życia BIO 25 g;1.000000;szt.;5,00;3,56;3,74
11225;3,44;3,61;(S)FS-26/02/2218;5094;8588004638839;Chrupki kukurydziane z burakiem BEZGL. BIO 55 g;1.000000;szt.;5,00;3,44;3,61
09907;8,68;9,11;(S)FS-26/02/2218;3607;5908249976863;Kasza gryczana niepalona BIO 1 kg;9.000000;szt.;5,00;78,12;82,03
12001;6,83;7,17;(S)FS-26/02/2218;5983;5903933645322;Makaron Shirataki Konjac Fettucine suchy  80g;31.000000;szt.;5,00;211,73;222,32
12000;6,83;7,17;(S)FS-26/02/2218;5982;5903933645308;Makaron Shiritaki konjac spaghetti suchy 80 g;11.000000;szt.;5,00;75,13;78,89
04913;4,34;4,56;(S)FS-26/02/2218;497;8007290133434;Makaron pennoni rigati BIO 500 g;4.000000;szt.;5,00;17,36;18,23
04915;4,34;4,56;(S)FS-26/02/2218;499;8007290335043;Makaron fusilli pełnoziarnisty BIO 500 g;2.000000;szt.;5,00;8,68;9,11
10195;4,34;4,56;(S)FS-26/02/2218;3899;8007290134066;Makaron mezze penne rigate BIO 500 g;3.000000;szt.;5,00;13,02;13,67
04912;4,34;4,56;(S)FS-26/02/2218;496;8007290133120;Makaron spaghetti BIO 500 g;8.000000;szt.;5,00;34,72;36,46
05111;6,72;7,06;(S)FS-26/02/2218;549;5908249970953;Mąka orkiszowa typ 1850  BIO 1 kg;11.000000;szt.;5,00;73,92;77,62
06225;6,30;6,62;(S)FS-26/02/2218;1081;5908249972070;Migdały BIO 100 g;1.000000;szt.;5,00;6,30;6,62
05226;4,98;5,23;(S)FS-26/02/2218;583;5908249970564;Marchewka w zalewie BIO 340 g / 215 g;1.000000;szt.;5,00;4,98;5,23
04911;4,34;4,56;(S)FS-26/02/2218;495;8007290335005;Makaron spaghetti pełnoziarnisty BIO 500 g;1.000000;szt.;5,00;4,34;4,56
11524;8,14;8,55;(S)FS-26/02/2218;5439;5901902004736;Makaron z białej kukurydzy świderek (fusilli) BEZGL. BIO 250g;1.000000;szt.;5,00;8,14;8,55
11765;4,34;4,56;(S)FS-26/02/2218;5708;8007290133328;Makaron fusilli BIO 500 g;7.000000;szt.;5,00;30,38;31,90
10810;7,24;7,82;(S)FS-26/02/2218;4619;5908249979130;Ketchup bez dodatku cukru BIO 470 g;1.000000;szt.;8,00;7,24;7,82
12794;8,53;8,96;(S)FS-26/02/2218;6806;7640104951247;Kaszka orkiszowa pełnoziarnista od 5 miesiąca życia BIO 250 g;3.000000;szt.;5,00;25,59;26,87
03506;18,71;23,01;(S)FS-26/02/2218;162;8437007759723;Kawa rozpuszczalna BIO 100 g;2.000000;szt.;23,00;37,42;46,03
10894;12,32;12,94;(S)FS-26/02/2218;4718;5904722221444;Kimchi Classic Mild pasteryzowane 280 g;1.000000;szt.;5,00;12,32;12,94
10193;4,34;4,56;(S)FS-26/02/2218;3897;8007290133601;Makaron ditalini rigati BIO 500 g;6.000000;szt.;5,00;26,04;27,34
04914;4,34;4,56;(S)FS-26/02/2218;498;8007290133793;Makaron farfalle BIO 500 g;5.000000;szt.;5,00;21,70;22,79
