NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 122864/W/02/2026;32156;5904730218344;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SERA I CEBULI;5.00;szt;2,89;14,45;5,00;3,03;15,17
ZK 122864/W/02/2026;40541;5904730218139;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SŁODKIEJ PAPR;5.00;szt;2,89;14,45;5,00;3,03;15,17
ZK 122864/W/02/2026;20593;5903794180628;CZYŚCIK MIEDZIANY DO JĘZYKA - SATTVA;2.00;szt;10,92;21,84;23,00;13,43;26,86
ZK 122864/W/02/2026;20406;8699367125734;FARBA DO WŁOSÓW BEŻOWY BLOND 7.72 - BIOMAGIC;2.00;szt;16,45;32,90;23,00;20,23;40,47
ZK 122864/W/02/2026;23705;5021991941757;HERBATKA Z MELISĄ I LAWENDĄ BIO (20 x 1,5 g) 30 g;3.00;szt;7,86;23,58;8,00;8,49;25,47
ZK 122864/W/02/2026;20742;5425038430387;KÓŁKA ZBOŻOWE KOLOROWE BEZGLUTENOWE BIO 300 g -;2.00;szt;14,70;29,40;5,00;15,44;30,87
ZK 122864/W/02/2026;23468;8002267004236;LODY OWOCOWE DO ZAMROŻENIA BIO (10 x 40 ml) 400 ml;2.00;szt;9,78;19,56;5,00;10,27;20,54
ZK 122864/W/02/2026;5285;8009004809604;MAKARON (SEMOLINOWY) GNIAZDA TAGLIATELLE ALCE NERO;4.00;szt;4,00;16,00;5,00;4,20;16,80
ZK 122864/W/02/2026;2778;8009004110045;MAKARON (SEMOLINOWY) ŚWIDERKI BI 500 g - ALCE NERO;4.00;szt;5,95;23,80;5,00;6,25;24,99
ZK 122864/W/02/2026;22572;4018722000822;MAKARON PROTEINOWY (Z CIECIERZYCY) ŚWIDERKI BEZGLU;2.00;szt;8,50;17,00;5,00;8,93;17,85
ZK 122864/W/02/2026;3690;4019555705014;PŁYN DO PRANIA SPORTOWYCH UBRAŃ ECO 750 m- ALMAWIN;1.00;szt;23,80;23,80;23,00;29,27;29,27
ZK 122864/W/02/2026;6753;5903453003640;WAFLE DOMOWE Z OTRĘBAMI BEZ DODATKU CUKRÓ BIO ANIA;5.00;szt;8,33;41,65;5,00;8,75;43,73
