NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 115442/W/02/2026;17303;5907814663979;AWOKADO ŚWIEŻE BIO (tacka 2 szt.);1.00;szt;7,32;7,32;5,00;7,69;7,69
ZK 115442/W/02/2026;6442;258884;CEBULA CZERWONA ŚWIEŻA BIO (około 1,00 kg);1.000;kg;7,20;7,20;5,00;7,56;7,56
ZK 115442/W/02/2026;6470;5902650272811;CEBULA ŻÓŁTA ŚWIEŻA BIO (POLSKA) (około 1,00 kg);1.00;szt;4,58;4,58;5,00;4,81;4,81
ZK 115442/W/02/2026;11972;5903900368650;JABŁKA ŚWIEŻE BIO (GALA - POLSKA) (około 1,00 kg);1.00;szt;6,84;6,84;5,00;7,18;7,18
ZK 115442/W/02/2026;9501;5902983782247;JARMUŻ ŚWIEŻY BIO (około 0,25 kg);1.00;szt;4,80;4,80;5,00;5,04;5,04
ZK 115442/W/02/2026;7226;5907766463016;KIEŁKI SŁONECZNIKA ŚWIEŻE BIO (około 50 g);3.00;szt;3,66;10,98;5,00;3,84;11,53
ZK 115442/W/02/2026;17304;5907814661395;MANGO ŚWIEŻE BIO (około 0,40 kg);2.00;szt;6,81;13,62;5,00;7,15;14,30
ZK 115442/W/02/2026;6256;5902650272828;MARCHEW ŚWIEŻA NIEMYTA BIO (POLSKA) (około 0,90 kg;1.00;szt;4,77;4,77;5,00;5,01;5,01
ZK 115442/W/02/2026;6038;253721;POMIDORY NA GAŁĄZCE ŚWIEŻE BIO (około 0,45 kg);0.450;kg;15,38;6,92;5,00;16,15;7,27
ZK 115442/W/02/2026;1410;5902175866038;RUKOLA ŚWIEŻA NIEMYTA BIO (około 0,10 kg);1.00;szt;3,92;3,92;5,00;4,12;4,12
