NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 119815/W/02/2026;11020;5902983785590;CHRUPKI KUKURYDZIANE BEZGLUTE BIO 150 g BIOMINKI;7.00;szt;5,61;39,27;5,00;5,89;41,23
ZK 119815/W/02/2026;40541;5904730218139;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SŁODKIEJ PAPR;5.00;szt;2,89;14,45;5,00;3,03;15,17
ZK 119815/W/02/2026;20394;8699367125505;FARBA DO WŁOSÓW CZARNA 1.00 - BIOMAGIC;2.00;szt;16,45;32,90;23,00;20,23;40,47
ZK 119815/W/02/2026;17907;5021991941818;HERBATA BIAŁA Z MALINĄ BIO 34 g (20 x 1,7 g) - CL;3.00;szt;8,08;24,24;23,00;9,94;29,82
ZK 119815/W/02/2026;7286;8002885007138;KRĄŻKI KUKURYDZIANE Z POMIDORAMI I BAZYLIIORENTINI;7.00;szt;2,72;19,04;5,00;2,86;19,99
ZK 119815/W/02/2026;30432;5902650279117;LAMPA SOLNA Z SOLI HIMALAJSKIEJ 2 - 3 kg;2.00;szt;20,40;40,80;23,00;25,09;50,18
ZK 119815/W/02/2026;6206;8009004809246;MAKARON (Z PŁASKURKI) GNIAZDA TAGLIATELLE BIO 250;3.00;szt;7,44;22,32;5,00;7,81;23,44
ZK 119815/W/02/2026;2779;8009004120105;MAKARON (Z PŁASKURKI) SPAGHETTI BIO 500 g - ALCE N;2.00;szt;10,54;21,08;5,00;11,07;22,13
ZK 119815/W/02/2026;41370;5905562028972;OLEJEK ETERYCZNY EUKALIPTUS 10 ml - YOUR CANDLE;2.00;szt;9,05;18,10;23,00;11,13;22,26
ZK 119815/W/02/2026;41377;5906293639475;OLEJEK ETERYCZNY MIX NA KATAR 10 ml - YOUR CANDLE;2.00;szt;9,05;18,10;23,00;11,13;22,26
ZK 119815/W/02/2026;5248;8586011381533;PALUSZKI ORKISZOWE PEŁNOZIARNISTE Z SEZAMg - ENVOY;3.00;szt;6,04;18,12;5,00;6,34;19,03
ZK 119815/W/02/2026;31740;5998858701604;PALUSZKI PAPRYKOWE BIO 45 g - BIOPONT;5.00;szt;3,82;19,10;5,00;4,01;20,06
ZK 119815/W/02/2026;45777;3800501908594;PASTA DO ZĘBÓW REMINERALIZUJĄCA SUPER WHITE Z PŁY;6.00;szt;7,35;44,10;23,00;9,04;54,24
ZK 119815/W/02/2026;13671;5904730218597;POPCORN Z NIEBIESKIEJ KUKURYDZY Z OLEJEM 50g POPCR;33.00;szt;3,78;124,74;5,00;3,97;130,98
ZK 119815/W/02/2026;5804;4019555100307;SÓL DO ZMYWAREK ECO 2 kg - KLAR;2.00;szt;8,84;17,68;23,00;10,87;21,75
