
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
00091;11,38;12,29;ZS-26/02/3901;18;5901751000415;Słodzik puder 150 g Sweet Top ( czerwony );6.000000;szt.;8,00;68,28;73,74
00627;13,27;16,32;ZS-26/02/3901;33;6940241504230;Herbata zielona Gunpowder 250 g;1.000000;szt.;23,00;13,27;16,32
00668;7,84;8,23;ZS-26/02/3901;37;084909000590;Makaron ryżowy 5mm 375 g;4.000000;szt.;5,00;31,36;32,93
03253;5,51;5,79;ZS-26/02/3901;123;5907752683329;Sok z selera kwaszonego B/C BIO 300 ml;1.000000;szt.;5,00;5,51;5,79
03424;7,32;7,69;ZS-26/02/3901;149;5903453002209;Ciasteczka orkiszowe śmietankowe B/C 120 g;10.000000;szt.;5,00;73,20;76,86
03506;18,71;23,01;ZS-26/02/3901;162;8437007759723;Kawa rozpuszczalna BIO 100 g;1.000000;szt.;23,00;18,71;23,01
04486;7,04;7,39;ZS-26/02/3901;338;5908249970243;Śliwki suszone BIO 150 g;2.000000;szt.;5,00;14,08;14,78
04714;8,91;9,36;ZS-26/02/3901;426;5908249970410;Morele suszone BIO 120 g;2.000000;szt.;5,00;17,82;18,71
04742;4,36;4,58;ZS-26/02/3901;445;4013044100144;Skórka pomarańczowa starta BIO 15 g;2.000000;szt.;5,00;8,72;9,16
04743;6,73;7,07;ZS-26/02/3901;446;4013044100137;Skórka cytrynowa starta BIO 15 g;4.000000;szt.;5,00;26,92;28,27
04882;4,28;4,49;ZS-26/02/3901;478;8008698010037;Makaron spaghetti BEZGL. 250 g;1.000000;szt.;5,00;4,28;4,49
04911;4,34;4,56;ZS-26/02/3901;495;8007290335005;Makaron spaghetti pełnoziarnisty BIO 500 g;6.000000;szt.;5,00;26,04;27,34
04914;4,34;4,56;ZS-26/02/3901;498;8007290133793;Makaron farfalle BIO 500 g;1.000000;szt.;5,00;4,34;4,56
04915;4,34;4,56;ZS-26/02/3901;499;8007290335043;Makaron fusilli pełnoziarnisty BIO 500 g;6.000000;szt.;5,00;26,04;27,34
05014;4,34;4,56;ZS-26/02/3901;514;8007290335050;Makaron mezze penne rigate pełnoz. BIO 500 g;13.000000;szt.;5,00;56,42;59,24
05412;6,04;6,34;ZS-26/02/3901;683;5907752683978;Kapusta kiszona BIO 570 g / 700 g;2.000000;szt.;5,00;12,08;12,68
05422;10,73;11,27;ZS-26/02/3901;684;5905933486790;Ogórki kiszone BIO 400 g / 700 g;1.000000;szt.;5,00;10,73;11,27
05538;0,60;0,63;ZS-26/02/3901;727;8588005524100;Rurki kukurydziane nadziewane kremem - orzechowe BEZGL. 18 g (SPRZEDAŻ NA OPAKOWANIA ZBIORCZE);10.000000;szt.;5,00;6,00;6,30
05653;3,29;3,45;ZS-26/02/3901;767;8588004638976;Chrupki kukurydziane mini TEDDY marchew i dynia od 7 miesiąca BEZGL. BIO 30 g;2.000000;szt.;5,00;6,58;6,91
05654;8,53;8,96;ZS-26/02/3901;768;5908249971356;Pomidory suszone na słońcu w oleju BIO 180 g;1.000000;szt.;5,00;8,53;8,96
06228;5,83;6,12;ZS-26/02/3901;1084;5908249971998;Nasiona chia BIO 200 g;1.000000;szt.;5,00;5,83;6,12
06237;7,89;8,28;ZS-26/02/3901;1092;5908249972179;Płatki kukurydziane BIO 300 g;5.000000;szt.;5,00;39,45;41,42
06249;5,28;5,54;ZS-26/02/3901;1104;5908249972438;Soczewica czerwona BIO 400 g;1.000000;szt.;5,00;5,28;5,54
06251;8,21;8,62;ZS-26/02/3901;1106;5908249972445;Soczewica zielona BIO 400 g;1.000000;szt.;5,00;8,21;8,62
06359;6,95;7,30;ZS-26/02/3901;1143;5412514932473;Tortilla BIO 240 g (6 sztuk);1.000000;szt.;5,00;6,95;7,30
07075;13,17;13,83;ZS-26/02/3901;1484;5027632000418;Ser Cheddar dojrzały, dojrzewający 9-12 miesięcy BIO 200 g;5.000000;szt.;5,00;65,85;69,14
07111;3,20;3,36;ZS-26/02/3901;1497;8586019160277;Danie brokuł-ziemniak po 6 miesiącu życia BIO 90 g;5.000000;szt.;5,00;16,00;16,80
07436;4,34;4,56;ZS-26/02/3901;1688;8007290335081;Makaron penne rigate pełnoziarnisty BIO 500 g;9.000000;szt.;5,00;39,06;41,01
07602;19,59;20,57;ZS-26/02/3901;1784;8016438001191;Sok z cytryn BIO 1 l;6.000000;szt.;5,00;117,54;123,42
07877;10,97;11,52;ZS-26/02/3901;1945;5902596634391;Syrop z malin słodzony cukrem trzcinowym BIO 300 ml;1.000000;szt.;5,00;10,97;11,52
08030;5,47;5,74;ZS-26/02/3901;2042;5900900002812;Żurek jaglany - koncentrat BEZG. BIO 320 ml;2.000000;szt.;5,00;10,94;11,49
08058;4,91;5,16;ZS-26/02/3901;2065;8588004638617;Chrupki kukurydziane Dinozaury z solą morską BEZGL. BIO 4x15 g;2.000000;szt.;5,00;9,82;10,31
08948;5,32;5,59;ZS-26/02/3901;2694;5908249975866;Kapusta czerwona z jabłkiem BIO 340 g;1.000000;szt.;5,00;5,32;5,59
