
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
11523;4,73;4,97;ZS-26/02/5202;5438;5908249979536;Otręby owsiane BIO 500 g EkoWital;11.000000;szt.;5,00;52,03;54,63
11524;8,14;8,55;ZS-26/02/5202;5439;5901902004736;Makaron z białej kukurydzy świderek (fusilli) BEZGL. BIO 250g;1.000000;szt.;5,00;8,14;8,55
11635;3,13;3,29;ZS-26/02/5202;5563;5903453005040;Ciastka mini jungle BIO 100 g;4.000000;szt.;5,00;12,52;13,15
11636;3,57;3,75;ZS-26/02/5202;5564;5903453005392;Ciastka kakaowe mini jungle BIO 100g;2.000000;szt.;5,00;7,14;7,50
11642;11,20;11,76;ZS-26/02/5202;5570;4751019538775;Musli 37% suszonych owoców i nasion bezglutenowe 400 g;3.000000;szt.;5,00;33,60;35,28
11765;4,34;4,56;ZS-26/02/5202;5708;8007290133328;Makaron fusilli BIO 500 g;7.000000;szt.;5,00;30,38;31,90
11930;8,84;9,28;ZS-26/02/5202;5895;4820219346500;Przekąska jabłko - borówka 100g;1.000000;szt.;5,00;8,84;9,28
11931;9,40;9,87;ZS-26/02/5202;5896;4820219346487;Przekąska jabłko - truskawka 100g;3.000000;szt.;5,00;28,20;29,61
11932;8,84;9,28;ZS-26/02/5202;5897;4820219346517;Przekąska jabłko-czarna porzeczka 100g;1.000000;szt.;5,00;8,84;9,28
11933;8,29;8,95;ZS-26/02/5202;5898;5905186421869;Bezmięsne Parówki Premium 160g;2.000000;szt.;8,00;16,58;17,91
12000;6,83;7,17;ZS-26/02/5202;5982;5903933645308;Makaron Shiritaki konjac spaghetti suchy 80 g;11.000000;szt.;5,00;75,13;78,89
12001;6,83;7,17;ZS-26/02/5202;5983;5903933645322;Makaron Shirataki Konjac Fettucine suchy  80g;31.000000;szt.;5,00;211,73;222,32
12102;5,96;6,26;ZS-26/02/5202;6098;8007780001380;Spody do pizzy orkiszowe BIO 260 g (2 szt);2.000000;szt.;5,00;11,92;12,52
12180;3,60;3,78;ZS-26/02/5202;6182;5903111231224;Pomidory suszone BIO 80 g;1.000000;szt.;5,00;3,60;3,78
12273;3,56;3,74;ZS-26/02/5202;6275;7640161879379;Chrupki jaglane o smaku naturalnym powyżej 8 miesiąca życia BIO 25 g;1.000000;szt.;5,00;3,56;3,74
12293;9,72;10,21;ZS-26/02/5202;6295;7640230491624;Bezglutenowa kaszka pełnoziarnista owsiana, bezmleczna powyżej 6 m-ca życia BIO 250 g;2.000000;szt.;5,00;19,44;20,41
12298;3,82;4,01;ZS-26/02/5202;6300;7640230491716;Napój owsiany pełnoziarnisty, bezglutenowy powyżej 12 miesiąca życia /demeter BIO 200 ml;17.000000;szt.;5,00;64,94;68,19
12305;5,02;5,27;ZS-26/02/5202;6307;7640230490825;Słoiczek jabłko-borówka od 4 m-ca BIO 190 g;2.000000;szt.;5,00;10,04;10,54
12306;7,77;8,16;ZS-26/02/5202;6308;7640230492881;Słoiczek jabłko-owoce leśne od 8 m-ca BIO 220 g;2.000000;szt.;5,00;15,54;16,32
12318;16,27;17,08;ZS-26/02/5202;6320;4260133233416;Batony zbożowe borówka, banan, owies powyżej 12 miesięcy 6x BIO 23 g;1.000000;szt.;5,00;16,27;17,08
12319;16,27;17,08;ZS-26/02/5202;6321;4260133233409;Batony zbożowe truskawka, jabłko, owies powyżej 12 miesięcy 6x BIO 23 g;1.000000;szt.;5,00;16,27;17,08
12329;9,89;10,38;ZS-26/02/5202;6331;4260133231399;Ciasteczka orkiszowo z nadzieniem owocowym borówka, jabłko, banan 6x BIO 22 g;1.000000;szt.;5,00;9,89;10,38
12330;10,78;11,32;ZS-26/02/5202;6332;4260133230781;Ciasteczka orkiszowe z nadzieniem owocowym truskawkowo- jabłkowym 6x BIO 22 g;1.000000;szt.;5,00;10,78;11,32
12350;5,76;6,05;ZS-26/02/5202;6352;4260133231351;Paluchy wielozbożowe, truskawkowo-bananowe po 8 miesiącu BIO 30 g;1.000000;szt.;5,00;5,76;6,05
12373;4,38;5,39;ZS-26/02/5202;6375;3265660397007;Patyczki kosmetyczne 200szt BIO;1.000000;szt.;23,00;4,38;5,39
12375;3,67;4,51;ZS-26/02/5202;6377;3265660391173;Płatki kosmetyczne, okrągłe 80szt BIO;10.000000;szt.;23,00;36,70;45,14
12378;10,18;12,52;ZS-26/02/5202;6380;3265660399209;Ręczniczki higieniczne bawełniane suche dla dzieci i niemowląt 50szt BIO;3.000000;szt.;23,00;30,54;37,56
12381;22,51;27,69;ZS-26/02/5202;6383;4019886015066;Płyn do prania, uniwersalny kolor limonka BIO 1.5 l;2.000000;szt.;23,00;45,02;55,37
12385;7,67;9,43;ZS-26/02/5202;6387;4019886023566;Płyn do zmywania naczyń sensitive z aloesem BIO 500 ml;1.000000;szt.;23,00;7,67;9,43
12387;12,99;15,98;ZS-26/02/5202;6389;4019886000208;Płyn do zmywania naczyń cytryna-limonka BIO 1 l;1.000000;szt.;23,00;12,99;15,98
12389;11,64;14,32;ZS-26/02/5202;6391;4019886019002;Płyn do mycia szyb i powierzchni szklanych BIO 500 ml;1.000000;szt.;23,00;11,64;14,32
12395;14,38;17,69;ZS-26/02/5202;6397;4019886000772;Mydło do podłóg drewnianych o zapachu drzewa sandałowego BIO 1 l;1.000000;szt.;23,00;14,38;17,69
12397;12,47;15,34;ZS-26/02/5202;6399;4019886000802;Płyn nabłyszczający do zmywarek BIO 500 ml;1.000000;szt.;23,00;12,47;15,34
12546;10,29;10,80;ZS-26/02/5202;6548;787099255411;Podpaski higieniczne bambusowe ze skrzydełkami (10 podpasek na dzień + 5 podpasek na noc);3.000000;szt.;5,00;30,87;32,41
12742;9,64;10,12;ZS-26/02/5202;6749;7330933176934;Ekologiczne wkładki higieniczne, Normal, 32 sztuki;5.000000;szt.;5,00;48,20;50,61
12794;8,53;8,96;ZS-26/02/5202;6806;7640104951247;Kaszka orkiszowa pełnoziarnista od 5 miesiąca życia BIO 250 g;3.000000;szt.;5,00;25,59;26,87
