Kod;Ilosc;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktNazwa;Jednostka;VAT;Wartosc;WartoscBrutto
PERSEA31KARCZI;1,00;5,39;5,66;ZK 4053/02/2026;6150;Karczoch ziele 50g ZIELARZPOLSKI.PL;szt;5,00;5,39;5,66
PERSEA31NIEOW;4,00;11,46;12,03;ZK 4053/02/2026;6189;Niepokalanek owoc 100g ZIELARZPOLSKI.PL;szt;5,00;45,84;48,13
PERSEA33SPOHE;2,00;22,74;24,56;ZK 4053/02/2026;6456;Spokój - herbatka ziołowa 100g ZIELARZPOLSKI.PL;szt;8,00;45,48;49,12
PERSEA33DNAHE;1,00;22,74;24,56;ZK 4053/02/2026;6453;Dna moczanowa - herbatka ziołowa 100g ZIELARZPOLSK;szt;8,00;22,74;24,56
