NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 110576/W/02/2026;24396;5903794185807;BRANSOLETKA MIEDZIANA 1090 - SATTVA (AYURVEDA);1.00;szt;24,31;24,31;23,00;29,90;29,90
ZK 110576/W/02/2026;32155;5907652545543;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU POMIDORA Z B;5.00;szt;3,19;15,95;5,00;3,35;16,75
ZK 110576/W/02/2026;47107;5904730218627;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SWEET THAI B;5.00;szt;3,78;18,90;5,00;3,97;19,85
ZK 110576/W/02/2026;20397;8699367125536;FARBA DO WŁOSÓW JASNY BRĄZ 5.00 - BIOMAGIC;3.00;szt;16,45;49,35;23,00;20,23;60,70
ZK 110576/W/02/2026;45973;8699367121408;FARBA DO WŁOSÓW POPIELATO PERŁOWY BARDZO JASNY BL;2.00;szt;16,45;32,90;23,00;20,23;40,47
ZK 110576/W/02/2026;26855;5902367404840;PALUSZKI GRISSINI Z OLEJEM SŁONECZ. 125g-VITALIAN;6.00;szt;2,98;17,88;5,00;3,13;18,77
ZK 110576/W/02/2026;26854;5902367404888;PALUSZKI GRISSINI Z POMI. I BAZYLIĄ 125g-VITALIAN;6.00;szt;2,98;17,88;5,00;3,13;18,77
ZK 110576/W/02/2026;6077;5998858706562;PALUSZKI LEKKO SOLONE BEZGLUTENOWE BIO 45 g - BIOP;6.00;szt;3,27;19,62;5,00;3,43;20,60
ZK 110576/W/02/2026;13670;5904730218894;POPCORN Z NIEBIESKIEJ KUKURYDZY Z SHEA I SOLĄ DO P;4.00;szt;4,50;18,00;5,00;4,73;18,90
ZK 110576/W/02/2026;11783;5904730012669;TALARKI JAGLANO-KUKURYDZIANE BIO 55 g - BIOMINKI;6.00;szt;3,23;19,38;5,00;3,39;20,35
ZK 110576/W/02/2026;5598;8002885007558;WAFLE Z SORGO I AMARANTUSA BEZGLUTENOWE BIO 120 g;3.00;szt;5,95;17,85;5,00;6,25;18,74
