
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
05224;6,08;6,38;ZS-26/02/4236;581;5908249970588;Kukurydza w zalewie BIO 340 g / 230 g;3.000000;szt.;5,00;18,24;19,15
05230;5,69;5,97;ZS-26/02/4236;587;5908249970656;Kasza bulgur BIO 500 g;1.000000;szt.;5,00;5,69;5,97
05323;9,95;10,45;ZS-26/02/4236;637;8008698011683;Wraps BZGL. 160 g;1.000000;szt.;5,00;9,95;10,45
05412;6,04;6,34;ZS-26/02/4236;683;5907752683978;Kapusta kiszona BIO 570 g / 700 g;1.000000;szt.;5,00;6,04;6,34
05430;14,99;15,74;ZS-26/02/4236;690;5902020648543;Olej rzepakowy do smażenia BIO 500 ml;1.000000;szt.;5,00;14,99;15,74
05538;0,60;0,63;ZS-26/02/4236;727;8588005524100;Rurki kukurydziane nadziewane kremem - orzechowe BEZGL. 18 g (SPRZEDAŻ NA OPAKOWANIA ZBIORCZE);2.000000;szt.;5,00;1,20;1,26
05652;3,29;3,45;ZS-26/02/4236;766;8588004638952;Chrupki kukurydziane mini ANGELINA marchew i jabłko od 7 miesiąca BEZGL. BIO 30 g;1.000000;szt.;5,00;3,29;3,45
05653;3,29;3,45;ZS-26/02/4236;767;8588004638976;Chrupki kukurydziane mini TEDDY marchew i dynia od 7 miesiąca BEZGL. BIO 30 g;1.000000;szt.;5,00;3,29;3,45
05982;5,94;6,42;ZS-26/02/4236;943;4791098099897;Krem kokosowy 17% tłuszczu ( mleczko kokosowe ) BIO 400 ml;1.000000;szt.;8,00;5,94;6,42
06021;8,78;9,22;ZS-26/02/4236;958;8718781200237;Chipsy solone BEZGL. BIO 125 g;6.000000;szt.;5,00;52,68;55,31
06237;7,89;8,28;ZS-26/02/4236;1092;5908249972179;Płatki kukurydziane BIO 300 g;2.000000;szt.;5,00;15,78;16,57
06376;9,79;10,28;ZS-26/02/4236;1149;5906395043033;Ogórki kiszone BIO 500 g/1 kg;2.000000;szt.;5,00;19,58;20,56
06383;3,77;4,64;ZS-26/02/4236;1153;5904730393010;Kwas chlebowy Wileński 500 ml;19.000000;szt.;23,00;71,63;88,10
06409;2,32;2,44;ZS-26/02/4236;1173;8588000526871;Chipsy warzywne BEZGL. BIO 25 g Vegee;1.000000;szt.;5,00;2,32;2,44
06439;1,82;1,91;ZS-26/02/4236;1185;5903453006610;Herbatniki mini zoo B/C 50 g;10.000000;szt.;5,00;18,20;19,11
06716;3,14;3,30;ZS-26/02/4236;1260;5902431561608;Ciasteczka maślane 20% B/C 135 g;1.000000;szt.;5,00;3,14;3,30
07907;3,29;3,45;ZS-26/02/4236;1970;8588004638273;Chrupki kukurydziane ANGELINA truskawka i jabłko od 10 miesiąca BEZGL. BIO 30 g;1.000000;szt.;5,00;3,29;3,45
08030;5,47;5,74;ZS-26/02/4236;2042;5900900002812;Żurek jaglany - koncentrat BEZG. BIO 320 ml;2.000000;szt.;5,00;10,94;11,49
08054;7,19;7,55;ZS-26/02/4236;2062;5701977062514;Smarowidło wegańskie bez oleju palmowego BIO 225 g;1.000000;szt.;5,00;7,19;7,55
08068;2,48;3,05;ZS-26/02/4236;2074;5907651240135;Woda Champion średniozmineralizowana niegazowana 1,5 l;14.000000;szt.;23,00;34,72;42,71
08315;5,92;6,22;ZS-26/02/4236;2246;5908249975453;Fasola czerwona kidney w zalewie BIO 360 g / 240 g;4.000000;szt.;5,00;23,68;24,86
08808;2,65;2,78;ZS-26/02/4236;2605;8588000526307;Chrupki kukurydziano-jaglane Mateo od 7 miesiąca BEZGL. BIO 30 g;1.000000;szt.;5,00;2,65;2,78
09225;7,96;8,36;ZS-26/02/4236;2915;5908228980331;Kapusta kiszona z marchewką BIO 450 g;1.000000;szt.;5,00;7,96;8,36
09229;10,47;10,99;ZS-26/02/4236;2919;5908228980171;Kapusta kiszona z marchewką BIO 800 g;2.000000;szt.;5,00;20,94;21,99
09289;7,81;8,20;ZS-26/02/4236;2960;8008698031018;Chipsy ziemniaczane o smaku paprykowym BEZGL. 170 g;1.000000;szt.;5,00;7,81;8,20
09840;12,32;12,94;ZS-26/02/4236;3427;5904722221000;Kimchi Classic spicy 300 g;2.000000;szt.;5,00;24,64;25,87
09841;26,54;27,87;ZS-26/02/4236;3428;5904722221123;Kimchi Classic spicy 900 g;3.000000;szt.;5,00;79,62;83,60
09843;26,54;27,87;ZS-26/02/4236;3430;5904722221130;Kimchi Classic Mild 900 g;1.000000;szt.;5,00;26,54;27,87
09844;12,32;12,94;ZS-26/02/4236;3431;5904722221017;Kimchi Classic Mild 300 g;1.000000;szt.;5,00;12,32;12,94
10269;4,01;4,33;ZS-26/02/4236;3986;5908249977495;Tofu naturalne BIO 180 g;5.000000;szt.;8,00;20,05;21,65
10270;4,50;4,86;ZS-26/02/4236;3988;5908249977501;Tofu wędzone BIO 180 g;4.000000;szt.;8,00;18,00;19,44
10299;2,80;2,94;ZS-26/02/4236;4022;8588007731476;Chrupki kukurydziane o smaku ketchupowym BEZGL. BIO 30 g;1.000000;szt.;5,00;2,80;2,94
10469;2,88;3,02;ZS-26/02/4236;4209;8588007731537;Chrupki z czerwoną soczewicą serowe BEZGL. BIO 35 g;1.000000;szt.;5,00;2,88;3,02
10572;10,47;10,99;ZS-26/02/4236;4326;5908228980188;Kapusta kiszona BIO 900 ml;7.000000;szt.;5,00;73,29;76,95
10591;4,06;4,26;ZS-26/02/4236;4346;8594068262835;Przekąski z mango 100% owoców  BEZGL. 35 g;1.000000;szt.;5,00;4,06;4,26
10698;4,99;5,24;ZS-26/02/4236;4484;5201704002702;Roślinna alternatywa sera żółtego- plastry 140 g;1.000000;szt.;5,00;4,99;5,24
10976;6,06;6,36;ZS-26/02/4236;4819;5903933643205;Żelki mango, jabłko BIO 50g;1.000000;szt.;5,00;6,06;6,36
11015;16,26;17,07;ZS-26/02/4236;4862;4005967005095;Musli z amarantusem BIO 750 g;2.000000;szt.;5,00;32,52;34,15
11071;25,09;26,34;ZS-26/02/4236;4920;5901549275759;Olej kokosowy extra virgin BIO 500ml;1.000000;szt.;5,00;25,09;26,34
11137;5,81;6,10;ZS-26/02/4236;4999;8588007731919;Chipsy z ciecierzycy o smaku hummusu BEZGL. BIO 85 g;1.000000;szt.;5,00;5,81;6,10
11138;5,81;6,10;ZS-26/02/4236;5000;8588007731902;Chipsy z czerwonej soczewicy o smaku pesto rosso BEZGL. BIO 85 g;1.000000;szt.;5,00;5,81;6,10
11199;3,33;3,50;ZS-26/02/4236;5067;8594001193769;Chrupki kukurydziane z solą morską BEZGL. BIO 50 g Bio Mamut;1.000000;szt.;5,00;3,33;3,50
11228;3,94;4,14;ZS-26/02/4236;5101;5908249979314;Buraki gotowane BIO 500g;1.000000;szt.;5,00;3,94;4,14
11270;2,99;3,14;ZS-26/02/4236;5151;5908249979345;Paluszki z samopszy pełnoziarniste BIO 50 g;1.000000;szt.;5,00;2,99;3,14
11341;14,21;14,92;ZS-26/02/4236;5226;5905563491010;Kimchi classic JONGGA 520g ( DOYPACK);1.000000;szt.;5,00;14,21;14,92
11378;5,81;6,10;ZS-26/02/4236;5263;8588004638099;Chipsy ziemniaczane pieczone z solą morską BEZGL. BIO 85 g;2.000000;szt.;5,00;11,62;12,20
11379;12,32;12,94;ZS-26/02/4236;5264;5904722221567;Kimchi Spicy rzodkiew 300 g;1.000000;szt.;5,00;12,32;12,94
11384;7,94;8,58;ZS-26/02/4236;5270;5905811977013;Plantway Ku*czak roślinny klasyk 160 g;3.000000;szt.;8,00;23,82;25,73
11386;8,30;8,96;ZS-26/02/4236;5272;5905811977037;Plantway Ku*czak gyros 160 g;1.000000;szt.;8,00;8,30;8,96
11437;8,01;8,41;ZS-26/02/4236;5342;5900900003024;Kapusta kiszona niepasteryzowana BIO 540 ml;2.000000;szt.;5,00;16,02;16,82
11438;4,38;4,60;ZS-26/02/4236;5343;5900900003376;Żywy zakwas z buraków ćwikłowych bezglutenowy BIO 320;14.000000;szt.;5,00;61,32;64,39
11506;34,48;36,20;ZS-26/02/4236;5414;4820219346999;Kids Box z zabawką 382g;1.000000;szt.;5,00;34,48;36,20
11596;12,55;13,18;ZS-26/02/4236;5518;8008698044506;Flatbreads- tortilla BEZGL. 180 g;1.000000;szt.;5,00;12,55;13,18
11642;11,20;11,76;ZS-26/02/4236;5570;4751019538775;Musli 37% suszonych owoców i nasion bezglutenowe 400 g;3.000000;szt.;5,00;33,60;35,28
11699;3,05;3,75;ZS-26/02/4236;5634;8411066002877;Czekolada gorzka 73% kakao BIO 25 g;9.000000;szt.;23,00;27,45;33,76
11713;7,86;8,25;ZS-26/02/4236;5648;9120111881662;Kółeczka śniadaniowe jabłko-kakao BIO 125 g Psi Patrol;1.000000;szt.;5,00;7,86;8,25
11732;6,62;6,95;ZS-26/02/4236;5668;5904261538065;Zakwas z buraków kiszonych BIO 500 ml;6.000000;szt.;5,00;39,72;41,71
11819;6,69;7,02;ZS-26/02/4236;5773;8436008305434;Chleb tradycyjny bezglutenowy 160 g;1.000000;szt.;5,00;6,69;7,02
11835;6,91;7,26;ZS-26/02/4236;5790;8057094840717;Popcorn z solą do mikrofalówki bezglutenowy BIO 3 x 90 g;2.000000;szt.;5,00;13,82;14,51
11836;6,91;7,26;ZS-26/02/4236;5791;8057094840724;Popcorn niebieski z solą do mikrofalówki bezglutenowy BIO 3 x 90 g;2.000000;szt.;5,00;13,82;14,51
11942;9,28;9,74;ZS-26/02/4236;5908;8008620050544;Krakersy z sezamem i rozmarynem BIO 250 g;1.000000;szt.;5,00;9,28;9,74
12005;9,71;10,20;ZS-26/02/4236;5989;8436008308510;Bułki na burgery bezglutenowe 180 g;1.000000;szt.;5,00;9,71;10,20
12028;8,99;9,44;ZS-26/02/4236;6018;5904261538263;Bigos Wegański BIO 500g;1.000000;szt.;5,00;8,99;9,44
12195;5,20;5,62;ZS-26/02/4236;6197;5903111231712;Cukier buraczany BIO 500 g;2.000000;szt.;8,00;10,40;11,23
12274;10,15;10,66;ZS-26/02/4236;6276;7640104951254;Kaszka 3-ziarna ryżowo-kukurydziano-jaglana, bezmleczna powyżej 6 m-ca życia BIO 250 g;1.000000;szt.;5,00;10,15;10,66
12276;10,09;10,59;ZS-26/02/4236;6278;7640161875524;Ciasteczka orkiszowe od 8 miesiąca życia /demeter BIO 150 g;1.000000;szt.;5,00;10,09;10,59
12293;9,72;10,21;ZS-26/02/4236;6295;7640230491624;Bezglutenowa kaszka pełnoziarnista owsiana, bezmleczna powyżej 6 m-ca życia BIO 250 g;1.000000;szt.;5,00;9,72;10,21
12319;16,27;17,08;ZS-26/02/4236;6321;4260133233409;Batony zbożowe truskawka, jabłko, owies powyżej 12 miesięcy 6x BIO 23 g;1.000000;szt.;5,00;16,27;17,08
12323;4,07;4,27;ZS-26/02/4236;6325;4260133232259;Chrupki kukurydziane serowe po 12 miesiącu BIO 30 g;1.000000;szt.;5,00;4,07;4,27
12330;10,78;11,32;ZS-26/02/4236;6332;4260133230781;Ciasteczka orkiszowe z nadzieniem owocowym truskawkowo- jabłkowym 6x BIO 22 g;1.000000;szt.;5,00;10,78;11,32
12331;8,14;8,55;ZS-26/02/4236;6333;4260133234918;Ciasteczka orkiszowo-pszenne jabłkowe powyżej 8 miesięcy BIO 100 g;1.000000;szt.;5,00;8,14;8,55
12332;7,80;8,19;ZS-26/02/4236;6334;4260133234932;Ciasteczka orkiszowo-pszenne malina, truskawka, jabłko powyżej 8 miesięcy 3x BIO 30 g;2.000000;szt.;5,00;15,60;16,38
12333;8,14;8,55;ZS-26/02/4236;6335;4260133231290;Ciasteczka owsiano-pszenne truskawkowo-bananowo-jabłkowe po 8 miesięcy BIO 100 g;1.000000;szt.;5,00;8,14;8,55
12350;5,76;6,05;ZS-26/02/4236;6352;4260133231351;Paluchy wielozbożowe, truskawkowo-bananowe po 8 miesiącu BIO 30 g;1.000000;szt.;5,00;5,76;6,05
12373;4,38;5,39;ZS-26/02/4236;6375;3265660397007;Patyczki kosmetyczne 200szt BIO;2.000000;szt.;23,00;8,76;10,77
12375;3,67;4,51;ZS-26/02/4236;6377;3265660391173;Płatki kosmetyczne, okrągłe 80szt BIO;3.000000;szt.;23,00;11,01;13,54
12376;4,52;5,56;ZS-26/02/4236;6378;3265660392002;Płatki kosmetyczne, kwadratowe 40szt BIO;8.000000;szt.;23,00;36,16;44,48
12378;10,18;12,52;ZS-26/02/4236;6380;3265660399209;Ręczniczki higieniczne bawełniane suche dla dzieci i niemowląt 50szt BIO;6.000000;szt.;23,00;61,08;75,13
12499;15,15;15,91;ZS-26/02/4236;6501;782126003409;Podpaski poporodowe, bez skrzydełek 10 szt.;3.000000;szt.;5,00;45,45;47,72
12794;8,53;8,96;ZS-26/02/4236;6806;7640104951247;Kaszka orkiszowa pełnoziarnista od 5 miesiąca życia BIO 250 g;1.000000;szt.;5,00;8,53;8,96
