NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 122862/W/02/2026;34284;8588009572039;BATON PROTEINOWY O SMAKU WIŚNIOWYM W KAKAOWEJ POL;5.00;szt;3,40;17,00;23,00;4,18;20,91
ZK 122862/W/02/2026;46445;3800233783063;BATONIK Z NADZIENIEM ORZECHOWYM W CZEKOLADZIE BIO;4.00;szt;4,25;17,00;23,00;5,23;20,91
ZK 122862/W/02/2026;46533;5902431594316;CIASTKA KAKAOWE Z KREMEM O SMAKU WANILIOWYM BEZ C;2.00;szt;10,20;20,40;5,00;10,71;21,42
ZK 122862/W/02/2026;46468;8009004800151;CIASTKA MLECZNE BIO 350 g - ALCE NERO;2.00;szt;9,73;19,46;5,00;10,22;20,43
ZK 122862/W/02/2026;46534;5902431594330;CIASTKA Z KREMEM O SMAKU WANILIOWYM BEZ CUKRU BEZ;2.00;szt;10,20;20,40;5,00;10,71;21,42
ZK 122862/W/02/2026;21134;4010139181002;CZEKOLADA GORZKA 85% BIO 100 g - MEYBONA;2.00;szt;10,96;21,92;23,00;13,48;26,96
ZK 122862/W/02/2026;45208;5902565217396;CZEKOLADA SUROWA WIŚNIA - ACAI BIO 40 g - COCOA;2.00;szt;8,33;16,66;23,00;10,25;20,49
ZK 122862/W/02/2026;2965;5907814669902;DAKTYLE SUSZONE BEZGLUTENOWE BIO 1 kg - BIO PLANET;1.00;szt;21,75;21,75;5,00;22,84;22,84
ZK 122862/W/02/2026;6076;8594006668316;GALARETKA Z AGAREM O SMAKU WIŚNIOWYM BEZGLUTENOWA;6.00;szt;2,85;17,10;8,00;3,08;18,47
ZK 122862/W/02/2026;305;5902175869831;GRYKA EKSPANDOWANA BEZGLUTEN BIO 100g - BIO PLANET;3.00;szt;5,62;16,86;5,00;5,90;17,70
ZK 122862/W/02/2026;7638;5902741007230;HERBATKA Z OWOCU KOPRU WŁOSKIEGO BIO 50 gRY NATURY;4.00;szt;5,27;21,08;5,00;5,53;22,13
ZK 122862/W/02/2026;30175;7640161875524;HERBATNIKI ORKISZOWE OD 8 MIESIĄCA DEMETER BIO 150;2.00;szt;9,18;18,36;5,00;9,64;19,28
ZK 122862/W/02/2026;4967;8009004901292;HERBATNIKI ORKISZOWE Z MLECZNĄ CZEKOLADĄ ALCE NERO;5.00;szt;3,74;18,70;5,00;3,93;19,64
ZK 122862/W/02/2026;47385;3380380110634;HERBATNIKI ZBOŻOWE BIO 155 g - BISSON;4.00;szt;7,99;31,96;5,00;8,39;33,56
ZK 122862/W/02/2026;20331;734027974036;IMBIR MARYNOWANY DO SUSHI BIO 190 g (118 g) - GIN;2.00;szt;9,35;18,70;5,00;9,82;19,64
ZK 122862/W/02/2026;11347;5907222061015;KASZKA OWSIANA BEZ DODATKU CUKRÓW BIO 200 g - HELP;2.00;szt;10,46;20,92;5,00;10,98;21,97
ZK 122862/W/02/2026;38131;4018462157701;KETCHUP DLA DZIECI BEZGLUTENOWY BIO 300 ml - BYOD;2.00;szt;12,03;24,06;8,00;12,99;25,98
ZK 122862/W/02/2026;22741;5904257043146;KULKI ORKISZOWO - GRYCZANE Z KAKAO BIO 160 g - HE;2.00;szt;11,05;22,10;5,00;11,60;23,21
ZK 122862/W/02/2026;32618;5907480400113;KWAS CHLEBOWY TRADYCYJNY NA MIODZIE BIO 330 ml -;4.00;szt;5,44;21,76;23,00;6,69;26,76
ZK 122862/W/02/2026;12003;5903246860979;MAJERANEK BIO 80 g - DARY NATURY;2.00;szt;11,90;23,80;5,00;12,50;24,99
ZK 122862/W/02/2026;46800;5060691237395;MAKARON (KONJAC) UDON BEZGLUTENOWY BIO 270 g (200;5.00;szt;3,66;18,30;5,00;3,84;19,22
ZK 122862/W/02/2026;47795;5903933645414;MAKARON (SUCHY KONJAC) FETTUCINE BEZGLUTENOWY BIO;2.00;szt;8,24;16,48;5,00;8,65;17,30
ZK 122862/W/02/2026;5349;5907814669568;MĄKA ORKISZOWA CHLEBOWA TYP 700 BIO 1 kg - BIO PLA;5.00;szt;9,00;45,00;5,00;9,45;47,25
ZK 122862/W/02/2026;46504;7640230493819;MUS SŁODKI LENIWIEC (BATAT - ŚLIWKA - DYNIA - TRU;4.00;szt;4,29;17,16;5,00;4,50;18,02
ZK 122862/W/02/2026;32771;7640161877061;MUS WARZYWNY KRÓLIK (MARCHEW - SŁODKI ZIEMNIAK - G;5.00;szt;3,87;19,35;5,00;4,06;20,32
ZK 122862/W/02/2026;16077;5907738152665;MUSZELKI KAKAOWE BIO 300 g - BIOMINKI;2.00;szt;8,92;17,84;5,00;9,37;18,73
ZK 122862/W/02/2026;21688;9020200030257;NAPÓJ OWSIANY OMEGA-3 BEZ DODATKU CUKRÓW BIO 1 L;3.00;szt;5,86;17,58;5,00;6,15;18,46
ZK 122862/W/02/2026;19520;5902693122326;OCET SPIRYTUSOWY 10 % BEZGLUTENOWY BIO 500 ml - BI;5.00;szt;7,22;36,10;23,00;8,88;44,40
ZK 122862/W/02/2026;26673;5906750251912;OGÓRKI KONS. KARTUSK BIO 670 g (360 g)  -OD ZENKA;2.00;szt;9,73;19,46;5,00;10,22;20,43
ZK 122862/W/02/2026;46391;4779048082861;OLEJ SŁONECZNIKOWY (SPRAY) DO GOTOWANIA I SMAŻENI;1.00;szt;16,36;16,36;5,00;17,18;17,18
ZK 122862/W/02/2026;25738;9004617065613;OWSIANKA PROTEINOWA Z KAKAO I BANANEM BEZ DODATKU;2.00;szt;17,72;35,44;5,00;18,61;37,21
ZK 122862/W/02/2026;7720;5902741007186;PAPRYKA OSTRA MIELONA BIO 90 g - DARY NATURY;2.00;szt;10,84;21,68;8,00;11,71;23,41
ZK 122862/W/02/2026;394;5902983785651;PŁATKI KUKURYDZIANE JASNE BEZ DO BIO 250 g - BIO P;2.00;szt;8,21;16,42;5,00;8,62;17,24
ZK 122862/W/02/2026;398;5902605416802;PŁATKI OWSIANE BIO 1 kg - BIO PLANET;2.00;szt;7,65;15,30;5,00;8,03;16,07
ZK 122862/W/02/2026;31431;5902596171513;PŁATKI OWSIANE GÓRSKIE BIO 1 kg - BIO PLANET;2.00;szt;7,88;15,76;5,00;8,27;16,55
ZK 122862/W/02/2026;44636;3800233782936;PRALINY Z KREMEM PISTACJOWYM BIO (3 x 13 g) 39 g;3.00;szt;6,88;20,64;23,00;8,46;25,39
ZK 122862/W/02/2026;10240;5907738159671;RYŻ BIAŁY OKRĄGŁY BIO 1 kg - BIO PLANET;2.00;szt;13,28;26,56;5,00;13,94;27,89
ZK 122862/W/02/2026;347;5902983780052;RYŻ JAŚMINOWY BIAŁY BEZGL. BIO 1 kg - BIO PLANET;2.00;szt;11,55;23,10;5,00;12,13;24,26
ZK 122862/W/02/2026;245;5902983785668;SKROBIA KUKURYDZIANA BIO 400 g - BIO PLANET;3.00;szt;5,18;15,54;5,00;5,44;16,32
ZK 122862/W/02/2026;4089;5411788036498;SOS SOJOWY TAMARI MOCNY BIO 250 ml;2.00;szt;16,15;32,30;8,00;17,44;34,88
ZK 122862/W/02/2026;41441;5902431591902;SPODY DO PIZZY BEZGLUTENOWE (3 szt.) 230 g - INCOL;2.00;szt;8,46;16,92;5,00;8,88;17,77
