
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
04490;7,57;7,95;ZS-26/02/4785;342;5908249970229;Migdały BIO 120 g;1.000000;szt.;5,00;7,57;7,95
04495;6,60;6,93;ZS-26/02/4785;345;5908249970328;Soczewica czerwona BIO 500 g;1.000000;szt.;5,00;6,60;6,93
04734;12,29;15,12;ZS-26/02/4785;437;4013044100120;Aromat pomarańczowy BIO 4x2ml;1.000000;szt.;23,00;12,29;15,12
04914;4,34;4,56;ZS-26/02/4785;498;8007290133793;Makaron farfalle BIO 500 g;2.000000;szt.;5,00;8,68;9,11
05014;4,34;4,56;ZS-26/02/4785;514;8007290335050;Makaron mezze penne rigate pełnoz. BIO 500 g;1.000000;szt.;5,00;4,34;4,56
05723;4,47;4,69;ZS-26/02/4785;820;5908249971264;Bulion drobiowy w kostkach bez oleju palmowego BEZGL. BIO 66 g;5.000000;szt.;5,00;22,35;23,47
06215;3,89;4,08;ZS-26/02/4785;1072;5908249971950;Kasza jaglana BIO 400 g;1.000000;szt.;5,00;3,89;4,08
06224;5,52;5,80;ZS-26/02/4785;1080;5908249972063;Mąka ryżowa BIO 500 g;1.000000;szt.;5,00;5,52;5,80
06239;3,78;3,97;ZS-26/02/4785;1094;5908249972193;Płatki orkiszowe BIO 300 g;1.000000;szt.;5,00;3,78;3,97
07953;7,62;8,00;ZS-26/02/4785;1987;8428532192529;Napój owsiany bezglutenowy BIO 1 l;12.000000;szt.;5,00;91,44;96,01
07957;8,53;8,96;ZS-26/02/4785;1991;5902706270181;Kasza manna z płaskurki pełnoziarnista BIO 400 g;1.000000;szt.;5,00;8,53;8,96
09841;26,54;27,87;ZS-26/02/4785;3428;5904722221123;Kimchi Classic spicy 900 g;2.000000;szt.;5,00;53,08;55,73
10032;5,93;6,23;ZS-26/02/4785;3681;5908249977440;Jaja przepiórcze 18 szt.;1.000000;szt.;5,00;5,93;6,23
10197;4,34;4,56;ZS-26/02/4785;3901;8007290133236;Makaron elicoidali BIO 500 g;3.000000;szt.;5,00;13,02;13,67
10698;4,99;5,24;ZS-26/02/4785;4484;5201704002702;Roślinna alternatywa sera żółtego- plastry 140 g;2.000000;szt.;5,00;9,98;10,48
10779;6,38;7,85;ZS-26/02/4785;4582;5000204247152;Płyn do zmiękczania tkanin Gardenia & Vanilla 750 ml;3.000000;szt.;23,00;19,14;23,54
10805;5,39;5,66;ZS-26/02/4785;4612;5907713371142;Ciastka z kakao BIO B/C 130 g;6.000000;szt.;5,00;32,34;33,96
10810;7,24;7,82;ZS-26/02/4785;4619;5908249979130;Ketchup bez dodatku cukru BIO 470 g;1.000000;szt.;8,00;7,24;7,82
11026;3,93;4,13;ZS-26/02/4785;4873;5906205501555;Sok pomarańczowy tłoczony 250 ml;12.000000;szt.;5,00;47,16;49,52
11341;14,21;14,92;ZS-26/02/4785;5226;5905563491010;Kimchi classic JONGGA 520g ( DOYPACK);5.000000;szt.;5,00;71,05;74,60
12102;5,96;6,26;ZS-26/02/4785;6098;8007780001380;Spody do pizzy orkiszowe BIO 260 g (2 szt);2.000000;szt.;5,00;11,92;12,52
12103;5,39;5,66;ZS-26/02/4785;6099;8007780501194;Piadina pszenna pełnoziarnista BIO 225 g (3 szt);4.000000;szt.;5,00;21,56;22,64
12375;3,67;4,51;ZS-26/02/4785;6377;3265660391173;Płatki kosmetyczne, okrągłe 80szt BIO;3.000000;szt.;23,00;11,01;13,54
12385;7,67;9,43;ZS-26/02/4785;6387;4019886023566;Płyn do zmywania naczyń sensitive z aloesem BIO 500 ml;1.000000;szt.;23,00;7,67;9,43
12387;12,99;15,98;ZS-26/02/4785;6389;4019886000208;Płyn do zmywania naczyń cytryna-limonka BIO 1 l;1.000000;szt.;23,00;12,99;15,98
12395;14,38;17,69;ZS-26/02/4785;6397;4019886000772;Mydło do podłóg drewnianych o zapachu drzewa sandałowego BIO 1 l;1.000000;szt.;23,00;14,38;17,69
12410;21,78;26,79;ZS-26/02/4785;6412;4019886015509;Płyn do prania tkanin sportowych i membranowych BIO 750 ml;2.000000;szt.;23,00;43,56;53,58
12411;9,98;12,28;ZS-26/02/4785;6413;4019886016063;Płyn do płukania tkanin brzoskwinia BIO 750 ml;1.000000;szt.;23,00;9,98;12,28
12470;12,48;15,35;ZS-26/02/4785;6472;6430034679554;Płyn do prania uniwersalny sensitiv 1.5 l;2.000000;szt.;23,00;24,96;30,70
12475;3,73;4,59;ZS-26/02/4785;6477;6430034672388;Płyn do mycia naczyń sensitiv 500 ml;1.000000;szt.;23,00;3,73;4,59
12785;22,97;28,25;ZS-26/02/4785;6797;4024967013831;Wino bezalkoholowe Rose BIO 750 ml;12.000000;szt.;23,00;275,64;339,04
05111;6,72;7,06;ZS-26/02/4785;549;5908249970953;Mąka orkiszowa typ 1850  BIO 1 kg;1.000000;szt.;5,00;6,72;7,06
05224;6,08;6,38;ZS-26/02/4785;581;5908249970588;Kukurydza w zalewie BIO 340 g / 230 g;4.000000;szt.;5,00;24,32;25,54
