
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
08219;5,59;5,87;ZS-26/02/5508;2178;8008940225004;Ciastka z kakao wegańskie BIO 350 g;1.000000;szt.;5,00;5,59;5,87
08498;28,53;29,96;ZS-26/02/5508;2378;5902596655884;Miód gryczany BIO 400 g;1.000000;szt.;5,00;28,53;29,96
08503;63,28;66,44;ZS-26/02/5508;2383;5902596655761;Miód nektarowo-spadziowy leśny BIO 950 g;1.000000;szt.;5,00;63,28;66,44
08900;5,84;6,13;ZS-26/02/5508;2665;8428532192741;Napój migdałowy bez dodatku cukru bezglutenowy BIO 500 ml;1.000000;szt.;5,00;5,84;6,13
08908;12,49;13,11;ZS-26/02/5508;2672;8437000140481;Jogurt owczy BIO 420 g;1.000000;szt.;5,00;12,49;13,11
08984;9,76;10,25;ZS-26/02/5508;2719;5907713374105;Poduszeczki zbożowe z kremem orzechowym BEZGL. BIO 200 g;1.000000;szt.;5,00;9,76;10,25
09126;6,01;6,49;ZS-26/02/5508;2826;5907637903108;Wegańska szynka czosnkowa 120 g;6.000000;szt.;8,00;36,06;38,94
09229;10,47;10,99;ZS-26/02/5508;2919;5908228980171;Kapusta kiszona z marchewką BIO 800 g;1.000000;szt.;5,00;10,47;10,99
09291;7,81;8,20;ZS-26/02/5508;2961;8008698031056;Chipsy ziemniaczane naturalne BEZGL. 170 g;1.000000;szt.;5,00;7,81;8,20
09428;6,94;7,29;ZS-26/02/5508;3069;8007290574404;Passata pomidorowa BIO 700 g;1.000000;szt.;5,00;6,94;7,29
09429;4,34;4,56;ZS-26/02/5508;3070;8007290133694;Makaron rosmarino BIO 500 g;1.000000;szt.;5,00;4,34;4,56
09501;15,00;15,75;ZS-26/02/5508;3136;5908249976122;Sok z granatów 100% BIO 1 l;1.000000;szt.;5,00;15,00;15,75
09840;12,32;12,94;ZS-26/02/5508;3427;5904722221000;Kimchi Classic spicy 300 g;2.000000;szt.;5,00;24,64;25,87
09841;26,54;27,87;ZS-26/02/5508;3428;5904722221123;Kimchi Classic spicy 900 g;3.000000;szt.;5,00;79,62;83,60
09844;12,32;12,94;ZS-26/02/5508;3431;5904722221017;Kimchi Classic Mild 300 g;1.000000;szt.;5,00;12,32;12,94
09907;8,68;9,11;ZS-26/02/5508;3607;5908249976863;Kasza gryczana niepalona BIO 1 kg;1.000000;szt.;5,00;8,68;9,11
09908;22,43;23,55;ZS-26/02/5508;3608;5908249976924;Morele suszone BIO 500 g;4.000000;szt.;5,00;89,72;94,21
09912;8,80;9,24;ZS-26/02/5508;3612;5908249976894;Kasza bulgur BIO 1 kg;1.000000;szt.;5,00;8,80;9,24
10019;8,65;10,64;ZS-26/02/5508;3630;5908249977020;Kakao Instant BIO 200 g;1.000000;szt.;23,00;8,65;10,64
10032;5,93;6,23;ZS-26/02/5508;3681;5908249977440;Jaja przepiórcze 18 szt.;16.000000;szt.;5,00;94,88;99,62
10193;4,34;4,56;ZS-26/02/5508;3897;8007290133601;Makaron ditalini rigati BIO 500 g;3.000000;szt.;5,00;13,02;13,67
10269;4,01;4,33;ZS-26/02/5508;3986;5908249977495;Tofu naturalne BIO 180 g;2.000000;szt.;8,00;8,02;8,66
10270;4,50;4,86;ZS-26/02/5508;3988;5908249977501;Tofu wędzone BIO 180 g;1.000000;szt.;8,00;4,50;4,86
10299;2,80;2,94;ZS-26/02/5508;4022;8588007731476;Chrupki kukurydziane o smaku ketchupowym BEZGL. BIO 30 g;1.000000;szt.;5,00;2,80;2,94
10337;6,90;7,25;ZS-26/02/5508;4060;5906660508922;Makaron KONJAC rice shirataki BEZGL.BIO 300 g;1.000000;szt.;5,00;6,90;7,25
10543;5,85;6,32;ZS-26/02/5508;4294;5907637903498;Wegańskie salami 100 g;6.000000;szt.;8,00;35,10;37,91
10572;10,47;10,99;ZS-26/02/5508;4326;5908228980188;Kapusta kiszona BIO 900 ml;4.000000;szt.;5,00;41,88;43,97
10660;10,55;11,08;ZS-26/02/5508;4440;5903317213277;Mieszanka do wypieku muffinków z kroplami gorzkiej czekolady BIO 300 g;1.000000;szt.;5,00;10,55;11,08
10697;6,38;6,70;ZS-26/02/5508;4483;5201704002696;Roślinna alternatywa sera żółtego- kostka 200 g;1.000000;szt.;5,00;6,38;6,70
10698;4,99;5,24;ZS-26/02/5508;4484;5201704002702;Roślinna alternatywa sera żółtego- plastry 140 g;1.000000;szt.;5,00;4,99;5,24
10753;7,02;7,37;ZS-26/02/5508;4555;5908249979208;Kulki czekoladowe BIO 300 g;3.000000;szt.;5,00;21,06;22,11
10755;7,02;7,37;ZS-26/02/5508;4558;5908249979222;Muszelki czekoladowe BIO 300 g;5.000000;szt.;5,00;35,10;36,86
10805;5,39;5,66;ZS-26/02/5508;4612;5907713371142;Ciastka z kakao BIO B/C 130 g;1.000000;szt.;5,00;5,39;5,66
10901;5,81;6,10;ZS-26/02/5508;4725;8588007731865;Chipsy warzywne BEZGL. BIO 85 g;1.000000;szt.;5,00;5,81;6,10
10974;7,79;8,18;ZS-26/02/5508;4817;5906395147830;Żelki owocowe malina BIO 50g;1.000000;szt.;5,00;7,79;8,18
11115;9,69;10,17;ZS-26/02/5508;4969;5906395802012;Pasta orzechowa kremowa 470g;1.000000;szt.;5,00;9,69;10,17
11208;5,99;7,37;ZS-26/02/5508;5076;8436006830952;Czekolada mleczna 42% Kongo BEZGL. BIO 80 g;1.000000;szt.;23,00;5,99;7,37
11263;3,73;3,92;ZS-26/02/5508;5144;8588007731940;Chrupki kukurydziane Dinozaury HALLOWEEN o smaku pizzy BEZGL. BIO 50 g;1.000000;szt.;5,00;3,73;3,92
11268;2,99;3,14;ZS-26/02/5508;5149;5908249979338;Paluszki orkiszowe pełnoziarniste BIO 50 g;4.000000;szt.;5,00;11,96;12,56
11270;2,99;3,14;ZS-26/02/5508;5151;5908249979345;Paluszki z samopszy pełnoziarniste BIO 50 g;2.000000;szt.;5,00;5,98;6,28
11341;14,21;14,92;ZS-26/02/5508;5226;5905563491010;Kimchi classic JONGGA 520g ( DOYPACK);11.000000;szt.;5,00;156,31;164,13
11379;12,32;12,94;ZS-26/02/5508;5264;5904722221567;Kimchi Spicy rzodkiew 300 g;1.000000;szt.;5,00;12,32;12,94
11437;8,01;8,41;ZS-26/02/5508;5342;5900900003024;Kapusta kiszona niepasteryzowana BIO 540 ml;8.000000;szt.;5,00;64,08;67,28
11439;3,52;3,70;ZS-26/02/5508;5344;8410712001509;Wafle z kremem kokosowym bez dodatku cukru 150 g;1.000000;szt.;5,00;3,52;3,70
11440;3,52;3,70;ZS-26/02/5508;5345;8410712001516;Wafle z kremem śmietankowym bez dodatku cukru 150 g;1.000000;szt.;5,00;3,52;3,70
11446;8,33;9,00;ZS-26/02/5508;5351;5901273022247;Musztarda podkowiańska 200g;1.000000;szt.;8,00;8,33;9,00
11453;6,10;6,59;ZS-26/02/5508;5359;5904754574952;Bezmięsne Pepperoni w plastrach 100g;5.000000;szt.;8,00;30,50;32,94
11462;9,01;11,08;ZS-26/02/5508;5369;5907713374167;Czekolada wegańska słodzona daktylami z orzechami laskowymi BIO 100g;6.000000;szt.;23,00;54,06;66,49
11492;9,50;10,26;ZS-26/02/5508;5399;5905811977044;Roślinny boczek 160 g;1.000000;szt.;8,00;9,50;10,26
11510;4,89;5,13;ZS-26/02/5508;5421;5908249979499;Płatki kukurydziane bez dodatku cukru BEZGL. BIO 250 g;1.000000;szt.;5,00;4,89;5,13
11637;3,57;3,75;ZS-26/02/5508;5565;5903453005408;Ciastka z czekoladą mini jungle BIO 100g;1.000000;szt.;5,00;3,57;3,75
11642;11,20;11,76;ZS-26/02/5508;5570;4751019538775;Musli 37% suszonych owoców i nasion bezglutenowe 400 g;1.000000;szt.;5,00;11,20;11,76
11644;9,70;10,19;ZS-26/02/5508;5572;4751019538744;Musli funkcjonalne Thin bezglutenowe 400 g;1.000000;szt.;5,00;9,70;10,19
11689;11,19;13,76;ZS-26/02/5508;5624;8411066002884;Czekolada gorzka 56% kakao z pomarańczą BIO 100 g;1.000000;szt.;23,00;11,19;13,76
11690;10,30;12,67;ZS-26/02/5508;5625;8411066003010;Czekolada gorzka 56% kakao z cynamonem BIO 100 g;2.000000;szt.;23,00;20,60;25,34
11693;12,74;15,67;ZS-26/02/5508;5628;8411066003119;Czekolada gorzka 73% kakao słodzona syropem z agawy BIO 100 g;1.000000;szt.;23,00;12,74;15,67
11694;12,06;14,83;ZS-26/02/5508;5629;8411066003188;Czekolada gorzka 73% kakao z miętą BIO 100 g;1.000000;szt.;23,00;12,06;14,83
11699;3,05;3,75;ZS-26/02/5508;5634;8411066002877;Czekolada gorzka 73% kakao BIO 25 g;5.000000;szt.;23,00;15,25;18,76
11700;8,75;10,76;ZS-26/02/5508;5635;8411066002310;Czekolada gorzka 72% kakao bez dodatku cukru ze stewią KETO 100 g;1.000000;szt.;23,00;8,75;10,76
11701;8,95;11,01;ZS-26/02/5508;5636;8411066002723;Czekolada gorzka 72% kakao bez dodatku cukru z pomarańczą ze stewią KETO 100 g;1.000000;szt.;23,00;8,95;11,01
11765;4,34;4,56;ZS-26/02/5508;5708;8007290133328;Makaron fusilli BIO 500 g;5.000000;szt.;5,00;21,70;22,79
11771;8,80;10,82;ZS-26/02/5508;5717;5903205740861;Wegańska czekolada kokosowa BIO 80 g;1.000000;szt.;23,00;8,80;10,82
11812;10,19;10,70;ZS-26/02/5508;5765;5908259954721;Makaron orkiszowy nitki złociste BIO 250g;1.000000;szt.;5,00;10,19;10,70
11816;6,31;6,63;ZS-26/02/5508;5769;8436008300026;Bagietka do zapiekania bezglutenowa 120 g;1.000000;szt.;5,00;6,31;6,63
11817;6,31;6,63;ZS-26/02/5508;5770;8436008300002;Ciabatta- bułki do zapiekania bezglutenowe 120 g;5.000000;szt.;5,00;31,55;33,13
11901;3,32;3,49;ZS-26/02/5508;5863;5203225004432;Ciasteczka z masłem orzechowym w mlecznej czekoladzie bez dodatku cukru 50 g;3.000000;szt.;5,00;9,96;10,46
11933;8,29;8,95;ZS-26/02/5508;5898;5905186421869;Bezmięsne Parówki Premium 160g;2.000000;szt.;8,00;16,58;17,91
11942;9,28;9,74;ZS-26/02/5508;5908;8008620050544;Krakersy z sezamem i rozmarynem BIO 250 g;6.000000;szt.;5,00;55,68;58,46
11943;9,28;9,74;ZS-26/02/5508;5909;8008620050506;Krakersy z oliwą z oliwek BIO 250 g;6.000000;szt.;5,00;55,68;58,46
11968;4,11;4,44;ZS-26/02/5508;5946;8586001012720;Pasta z tofu smalczyk z cebulką 150g;8.000000;szt.;8,00;32,88;35,51
12000;6,83;7,17;ZS-26/02/5508;5982;5903933645308;Makaron Shiritaki konjac spaghetti suchy 80 g;28.000000;szt.;5,00;191,24;200,80
12001;6,83;7,17;ZS-26/02/5508;5983;5903933645322;Makaron Shirataki Konjac Fettucine suchy  80g;25.000000;szt.;5,00;170,75;179,29
12003;4,32;4,54;ZS-26/02/5508;5986;8436542198943;Napój owsiany BIO 500 ml;2.000000;szt.;5,00;8,64;9,07
12004;5,96;6,26;ZS-26/02/5508;5987;8436542198950;Napój owsiany Barista BIO 500 ml;1.000000;szt.;5,00;5,96;6,26
12037;22,94;28,22;ZS-26/02/5508;6029;680275066330;Herbata Rooibois, Cocoa & Vanilla herbata sypana w puszce 100g BIO;1.000000;szt.;23,00;22,94;28,22
12065;10,67;11,52;ZS-26/02/5508;6060;5907637903306;Bezmięsne Kabanosy cebulowo-czosnkowe 160g;7.000000;szt.;8,00;74,69;80,67
12096;10,38;11,21;ZS-26/02/5508;6092;5903933645537;Cynamon cejloński mielony BIO 100 g;1.000000;szt.;8,00;10,38;11,21
12102;5,96;6,26;ZS-26/02/5508;6098;8007780001380;Spody do pizzy orkiszowe BIO 260 g (2 szt);2.000000;szt.;5,00;11,92;12,52
12116;4,73;4,97;ZS-26/02/5508;6113;8436547647040;Mini ciastka kakaowe dla dzieci Minecraft BIO 100 g;1.000000;szt.;5,00;4,73;4,97
12274;10,15;10,66;ZS-26/02/5508;6276;7640104951254;Kaszka 3-ziarna ryżowo-kukurydziano-jaglana, bezmleczna powyżej 6 m-ca życia BIO 250 g;2.000000;szt.;5,00;20,30;21,32
12298;3,82;4,01;ZS-26/02/5508;6300;7640230491716;Napój owsiany pełnoziarnisty, bezglutenowy powyżej 12 miesiąca życia /demeter BIO 200 ml;2.000000;szt.;5,00;7,64;8,02
12381;22,51;27,69;ZS-26/02/5508;6383;4019886015066;Płyn do prania, uniwersalny kolor limonka BIO 1.5 l;1.000000;szt.;23,00;22,51;27,69
12387;12,99;15,98;ZS-26/02/5508;6389;4019886000208;Płyn do zmywania naczyń cytryna-limonka BIO 1 l;1.000000;szt.;23,00;12,99;15,98
12410;21,78;26,79;ZS-26/02/5508;6412;4019886015509;Płyn do prania tkanin sportowych i membranowych BIO 750 ml;1.000000;szt.;23,00;21,78;26,79
12417;68,75;84,56;ZS-26/02/5508;6419;4019886015363;Płyn do prania, uniwersalny kolor sensitive BIO 5 l;1.000000;szt.;23,00;68,75;84,56
12420;16,69;20,53;ZS-26/02/5508;6422;4019886024280;Tabletki do zmywarek 25szt BIO;2.000000;szt.;23,00;33,38;41,06
12429;24,36;29,96;ZS-26/02/5508;6431;4019886077163;Mydło w płynie cytrusowo - oliwkowe BIO 1000 ml;4.000000;szt.;23,00;97,44;119,85
12443;24,36;29,96;ZS-26/02/5508;6445;4019886075169;Mydło w płynie oliwkowe sensitive BIO 1000 ml;1.000000;szt.;23,00;24,36;29,96
12470;12,48;15,35;ZS-26/02/5508;6472;6430034679554;Płyn do prania uniwersalny sensitiv 1.5 l;3.000000;szt.;23,00;37,44;46,05
12644;4,78;5,88;ZS-26/02/5508;6646;3800500324012;Szczoteczka do zębów bambusowa, średnia, czarna 18.8cm;6.000000;szt.;23,00;28,68;35,28
12717;7,13;8,77;ZS-26/02/5508;6719;5903111231019;Ksylitol Fiński cukier z brzozy 250g;1.000000;szt.;23,00;7,13;8,77
12739;9,67;10,15;ZS-26/02/5508;6746;7330933176972;Ekologiczne podpaski ze skrzydełkami, kompostowalne, Super, 12 sztuk;3.000000;szt.;5,00;29,01;30,46
12775;6,60;8,12;ZS-26/02/5508;6782;6430034679585;Płyn do płukania Sensitive 1,5 l;2.000000;szt.;23,00;13,20;16,24
12794;8,53;8,96;ZS-26/02/5508;6806;7640104951247;Kaszka orkiszowa pełnoziarnista od 5 miesiąca życia BIO 250 g;1.000000;szt.;5,00;8,53;8,96
12856;9,36;9,83;ZS-26/02/5508;6879;5907709955172;Skrobia ziemniaczana  BIO 500g;3.000000;szt.;5,00;28,08;29,48
