NazwaDokumentu;ProduktID;Kod;ProduktNazwa;Ilosc;Jednostka;Cena;Wartosc;VAT;CenaBrutto;WartoscBrutto
ZK 114017/W/02/2026;24396;5903794185807;BRANSOLETKA MIEDZIANA 1090 - SATTVA (AYURVEDA);1.00;szt;24,31;24,31;23,00;29,90;29,90
ZK 114017/W/02/2026;44379;8936181660424;CHIPSY NORI KIMCHI BEZGLUTENOWE 4,5 g - SEN SOY;9.00;szt;2,25;20,25;5,00;2,36;21,26
ZK 114017/W/02/2026;3938;8718754502054;CHIPSY ZIEMNIACZANE O SMAKU PAPRYKOWYM BIO 125;3.00;szt;6,54;19,62;5,00;6,87;20,60
ZK 114017/W/02/2026;7250;8002885007916;CHRUPKI GRYCZANE PIRAMIDKI Z QUINOA I AMARANTUSEM;4.00;szt;5,52;22,08;5,00;5,80;23,18
ZK 114017/W/02/2026;32155;5907652545543;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU POMIDORA Z B;5.00;szt;3,19;15,95;5,00;3,35;16,75
ZK 114017/W/02/2026;32156;5904730218344;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SERA I CEBULI;5.00;szt;2,89;14,45;5,00;3,03;15,17
ZK 114017/W/02/2026;40541;5904730218139;CHRUPKI PIRAMIDKI PROTEINOWE O SMAKU SŁODKIEJ PAPR;5.00;szt;2,89;14,45;5,00;3,03;15,17
ZK 114017/W/02/2026;20395;8699367125512;FARBA DO WŁOSÓW CIEMNY BRĄZ 3.00 - BIOMAGIC;3.00;szt;16,45;49,35;23,00;20,23;60,70
ZK 114017/W/02/2026;20394;8699367125505;FARBA DO WŁOSÓW CZARNA 1.00 - BIOMAGIC;2.00;szt;16,45;32,90;23,00;20,23;40,47
ZK 114017/W/02/2026;18737;700596000612;GUMA DO ŻUCIA Z KSYLITOLEM O SMAKU MIĘTY KĘDZIERZ;4.00;szt;5,61;22,44;8,00;6,06;24,24
ZK 114017/W/02/2026;7328;8009004901179;KAKAO W PROSZKU FAIR TRADE BIO 75 g - ALCE NERO;3.00;szt;10,50;31,50;23,00;12,92;38,75
ZK 114017/W/02/2026;7278;8002885004274;KRĄŻKI KUKURYDZIANE Z OLIWĄ Z OLIWEK EXTRIORENTINI;6.00;szt;3,06;18,36;5,00;3,21;19,28
ZK 114017/W/02/2026;45178;4751022365849;KULKI PROTEINOWE MIODOWE BIO 150 g - NORDCRUNCH;3.00;szt;5,31;15,93;5,00;5,58;16,73
ZK 114017/W/02/2026;8028;4018722100133;MAKARON (ORKISZOWY JAJECZNY) NITKI BIO 25 ALB GOLD;3.00;szt;6,63;19,89;5,00;6,96;20,88
ZK 114017/W/02/2026;34854;5901902004699;MAKARON BIO (Z JAJAMI PRZEPIÓRCZYMI) KRAJANKA 250;4.00;szt;4,04;16,16;5,00;4,24;16,97
ZK 114017/W/02/2026;46619;8809723784363;MASECZKA W PŁACHCIE AQUA SOOTHING CREAM 30 ml - RE;4.00;szt;7,61;30,44;23,00;9,36;37,44
ZK 114017/W/02/2026;46617;8809723783359;MASECZKA W PŁACHCIE EXTREME CREAM 27 ml - REAL BAR;4.00;szt;7,61;30,44;23,00;9,36;37,44
ZK 114017/W/02/2026;45453;3383482294820;OCET GOSPODARCZY W SPRAYU ECO 750 ml - BRIOCHIN;2.00;szt;9,94;19,88;23,00;12,23;24,45
ZK 114017/W/02/2026;41388;5906293639482;OLEJEK ETERYCZNY MIX NA SEN 10 ml - YOUR CANDLE;2.00;szt;9,05;18,10;23,00;11,13;22,26
ZK 114017/W/02/2026;30050;3800500324197;PASTA DO ZĘBÓW MORNING FRESH 75 ml - NORDICS;3.00;szt;7,31;21,93;23,00;8,99;26,97
ZK 114017/W/02/2026;45932;3800501908693;PASTA DO ZĘBÓW REMINERALIZUJĄCA COMPLETE PRO Z PŁ;3.00;szt;7,35;22,05;23,00;9,04;27,12
ZK 114017/W/02/2026;45777;3800501908594;PASTA DO ZĘBÓW REMINERALIZUJĄCA SUPER WHITE Z PŁY;3.00;szt;7,35;22,05;23,00;9,04;27,12
ZK 114017/W/02/2026;19469;4019555700187;PŁYN DO MYCIA ŁAZIENEK MIĘTA ECO 500 ml - ALMAWIN;2.00;szt;10,07;20,14;23,00;12,39;24,77
ZK 114017/W/02/2026;13671;5904730218597;POPCORN Z NIEBIESKIEJ KUKURYDZY Z OLEJEM 50g POPCR;5.00;szt;3,78;18,90;5,00;3,97;19,85
