
Kod;Cena;CenaBrutto;NazwaDokumentu;ProduktID;ProduktEAN;ProduktNazwa;Ilosc;Jednostka;VAT;Wartosc;WartoscBrutto
00091;11,38;12,29;ZS-26/02/3601;18;5901751000415;Słodzik puder 150 g Sweet Top ( czerwony );3.000000;szt.;8,00;34,14;36,87
01358;26,47;27,79;ZS-26/02/3601;55;4005967511565;Musli orzechowe BIO 750 g;1.000000;szt.;5,00;26,47;27,79
04486;7,04;7,39;ZS-26/02/3601;338;5908249970243;Śliwki suszone BIO 150 g;1.000000;szt.;5,00;7,04;7,39
04495;6,60;6,93;ZS-26/02/3601;345;5908249970328;Soczewica czerwona BIO 500 g;2.000000;szt.;5,00;13,20;13,86
05111;6,72;7,06;ZS-26/02/3601;549;5908249970953;Mąka orkiszowa typ 1850  BIO 1 kg;8.000000;szt.;5,00;53,76;56,45
05517;6,53;6,86;ZS-26/02/3601;714;8008698012857;Petit beurre- herbatniki BEZGL. 165 g;2.000000;szt.;5,00;13,06;13,71
06062;15,52;16,30;ZS-26/02/3601;969;8052440156221;Olej słonecznikowy do smażenia BIO 1 l;2.000000;szt.;5,00;31,04;32,59
06217;3,56;3,74;ZS-26/02/3601;1074;5908249972360;Len mielony BIO 250 g;1.000000;szt.;5,00;3,56;3,74
06229;19,29;20,25;ZS-26/02/3601;1085;5908249972100;Orzechy brazylijskie BIO 150 g;1.000000;szt.;5,00;19,29;20,25
06231;9,73;10,22;ZS-26/02/3601;1087;5908249972391;Orzechy nerkowca BIO 150 g;1.000000;szt.;5,00;9,73;10,22
06235;5,21;5,47;ZS-26/02/3601;1090;5908249972155;Płatki gryczane BIO 300 g;1.000000;szt.;5,00;5,21;5,47
07142;3,79;3,98;ZS-26/02/3601;1514;5908249973152;Pałeczki z amarantusem BEZGL. BIO 50 g;1.000000;szt.;5,00;3,79;3,98
07196;8,95;9,40;ZS-26/02/3601;1555;8428532192413;Napój z orzechów tygrysich bezglutenowy BIO 1 l;3.000000;szt.;5,00;26,85;28,19
07685;3,91;4,11;ZS-26/02/3601;1842;5908249974258;Bulion warzywny w kostkach bez drożdży, bez oleju palmowego BEZGL. BIO 60 g;1.000000;szt.;5,00;3,91;4,11
07957;8,53;8,96;ZS-26/02/3601;1991;5902706270181;Kasza manna z płaskurki pełnoziarnista BIO 400 g;1.000000;szt.;5,00;8,53;8,96
08601;6,90;7,25;ZS-26/02/3601;2452;8008698022214;Pain Campagnard aux graines- chleb wieloziarnisty BEZGL. 250 g;10.000000;szt.;5,00;69,00;72,45
08728;6,51;6,84;ZS-26/02/3601;2557;5907377510352;Żurek tradycyjny zakwas 450 g;3.000000;szt.;5,00;19,53;20,51
09177;10,03;10,83;ZS-26/02/3601;2874;680275039419;Herbatka ziołowa z rumiankiem i lawendą (20x1,5) BIO 30 g;1.000000;szt.;8,00;10,03;10,83
09229;10,47;10,99;ZS-26/02/3601;2919;5908228980171;Kapusta kiszona z marchewką BIO 800 g;1.000000;szt.;5,00;10,47;10,99
09840;12,32;12,94;ZS-26/02/3601;3427;5904722221000;Kimchi Classic spicy 300 g;4.000000;szt.;5,00;49,28;51,74
09843;26,54;27,87;ZS-26/02/3601;3430;5904722221130;Kimchi Classic Mild 900 g;1.000000;szt.;5,00;26,54;27,87
09905;6,97;7,32;ZS-26/02/3601;3606;5908249976856;Kasza jęczmienna BIO 1 kg;1.000000;szt.;5,00;6,97;7,32
09909;8,80;9,24;ZS-26/02/3601;3609;5908249976870;Ryż brązowy długoziarnisty BIO 1 kg;1.000000;szt.;5,00;8,80;9,24
09910;26,63;27,96;ZS-26/02/3601;3610;5908249976931;Orzechy nerkowca BIO 500 g;1.000000;szt.;5,00;26,63;27,96
10032;5,93;6,23;ZS-26/02/3601;3681;5908249977440;Jaja przepiórcze 18 szt.;5.000000;szt.;5,00;29,65;31,13
10338;9,73;10,22;ZS-26/02/3601;4061;5906395147632;Makaron gryczany SOBA BEZGL. BIO 250 g;1.000000;szt.;5,00;9,73;10,22
10343;9,52;10,00;ZS-26/02/3601;4066;5906395147625;Makaron z brązowego ryżu BEZGL.BIO 250 g;1.000000;szt.;5,00;9,52;10,00
10459;11,98;12,58;ZS-26/02/3601;4199;8008698013663;Lemon cake- ciasto cytrynowe BEZGL. 250 g;1.000000;szt.;5,00;11,98;12,58
10575;7,96;8,36;ZS-26/02/3601;4329;5908228980348;Kapusta kiszona BIO 450 g;1.000000;szt.;5,00;7,96;8,36
10694;24,29;25,50;ZS-26/02/3601;4480;5907222188040;Czarny czosnek pasta BIO 100g;1.000000;szt.;5,00;24,29;25,50
10697;6,38;6,70;ZS-26/02/3601;4483;5201704002696;Roślinna alternatywa sera żółtego- kostka 200 g;1.000000;szt.;5,00;6,38;6,70
10732;7,19;7,55;ZS-26/02/3601;4530;5201704002795;Roślinna alternatywa sera mozzarella- posypka 200 g;1.000000;szt.;5,00;7,19;7,55
